HIP, HD, designation, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
108890,\N,\N,12.09,330.86172081,-50.64277735,"22 03 26.81","-50 38 34.0",45.87,8.09,21.8007,351.3,-485.99,\N,\N,10.397643700659913,0.3870249685351297,\N,\N,1.57,\N
96702,\N,\N,10.94,294.88843753,71.87306594,"19 39 33.23","+71 52 23.0",45.88,1.29,21.796,-190.42,-443.71,\N,\N,9.24811704614615,0.06107100974023538,\N,\N,1.48,\N
90265,"336187",\N,10.85,276.27008362,24.63566838,"18 25 04.82","+24 38 08.4",45.91,1.83,21.7817,-41.47,-447.06,\N,\N,9.159536463830104,0.08660207206751824,\N,\N,1.605,\N
88118,\N,\N,12.05,269.95662066,-57.76889782,"17 59 49.59","-57 46 08.0",45.99,18.45,21.7439,-33.99,-24.11,\N,\N,10.36331704787019,0.9229789895656895,\N,\N,\N,\N
41802,\N,\N,11.19,127.84111183,-6.03369607,"08 31 21.87","-06 02 01.3",46.02,6.28,21.7297,-470.79,-48.21,\N,\N,9.504733071663125,0.2981845652336945,\N,\N,1.387,\N
64880,\N,\N,11.28,199.49353344,36.29995254,"13 17 58.45","+36 17 59.8",46.25,2.12,21.6216,-71.56,-336.95,\N,\N,9.605558685375259,0.0996053998531563,\N,\N,1.356,\N
19948,\N,\N,10.91,64.17383394,-12.55691853,"04 16 41.72","-12 33 24.9",47.05,6.24,21.254,-74.96,211.24,\N,\N,9.27279813881638,0.2896978136691022,\N,\N,1.512,\N
84212,\N,\N,11.61,258.21317676,-5.12368193,"17 12 51.16","-05 07 25.3",47.05,3.27,21.254,189.07,-695.06,\N,\N,9.97279813881638,0.15116218801324877,\N,\N,1.49,\N
102207,\N,\N,12.38,310.64387351,-20.07641421,"20 42 34.53","-20 04 35.1",47.39,4.04,21.1015,354.56,-97.85,\N,\N,10.758433543497006,0.18556855627215274,\N,\N,-0.199,\N
2762,"3196",\N,5.2,8.8110039,-3.59275785,"00 35 14.64","-03 35 33.9",47.51,1.15,21.0482,407.68,-36.47,\N,\N,3.583925152096027,0.05257169325810329,\N,\N,0.567,\N
14165,\N,\N,11.77,45.65752681,-18.1667224,"03 02 37.81","-18 10 00.2",47.81,3.85,20.9161,401.06,163.22,\N,\N,10.167593718478948,0.17524179521461392,\N,\N,1.501,\N
30365,\N,\N,11.21,95.79438197,8.90720423,"06 23 10.65","+08 54 25.9",48.08,13.63,20.7987,206.42,88.35,\N,\N,9.619822294973417,0.6329158004268542,\N,\N,\N,\N
115126,"219834",\N,5.2,349.77712113,-13.45844256,"23 19 06.51","-13 27 30.4",48.22,5.25,20.7383,265.64,-44.87,\N,\N,3.6161360302071746,0.23736207604109305,\N,\N,0.787,\N
54966,\N,\N,9.97,168.83622206,-18.1433214,"11 15 20.69","-18 08 36.0",48.47,15.62,20.6313,319.28,-708.04,\N,\N,8.397365098613797,0.7256372442206684,\N,\N,1.34,\N
15439,\N,\N,11.84,49.7431538,-36.39265929,"03 18 58.36","-36 23 33.6",48.81,2.61,20.4876,-162.28,-125.25,\N,\N,10.282544038282607,0.11622524187679151,\N,\N,1.54,\N
5896,"7788",\N,4.25,18.93956391,-68.87623708,"01 15 45.50","-68 52 34.5",48.94,0.53,20.4332,411.11,127.43,\N,8.439,2.698319825078853,0.023517069308228944,6.887319825078853,0.023517069308228944,0.48,\N
57459,\N,\N,11.68,176.6770235,-14.01247378,"11 46 42.49","-14 00 44.9",48.95,3,20.429,713.78,-786.47,\N,\N,10.128763480695783,0.13325009042766567,\N,\N,1.478,\N
113602,\N,\N,11.56,345.13866696,-23.95202473,"23 00 33.28","-23 57 07.3",49.15,3.03,20.3459,190.23,-345.1,\N,\N,10.01761761084077,0.13403694035385172,\N,\N,1.526,\N
57361,\N,\N,11.79,176.39308155,-20.35362627,"11 45 34.34","-20 21 13.1",49.63,3.55,20.1491,160.5,75.21,\N,\N,10.268721375986617,0.15558965645098155,\N,\N,1.482,\N
82396,"151680",\N,2.29,252.54268738,-34.29260982,"16 50 10.24","-34 17 33.4",49.85,0.81,20.0602,-611.83,-255.87,\N,\N,0.7783258132383732,0.03528680986042687,\N,\N,1.144,\N
62374,\N,\N,11.71,191.75683366,46.62666333,"12 47 01.64","+46 37 36.0",49.89,2.32,20.0441,-761.46,-297.61,\N,\N,10.20006751969591,0.10105135447703528,\N,\N,\N,\N
1295,\N,\N,11.79,4.05910638,19.86228962,"00 16 14.19","+19 51 44.2",49.91,21.56,20.0361,721.27,-753.06,\N,\N,10.280937849330611,1.003926797180604,\N,\N,1.485,\N
94368,\N,\N,11.31,288.10644051,-55.86837187,"19 12 25.55","-55 52 06.1",50.04,2.72,19.984,-278.15,-169.46,\N,\N,9.80658650510691,0.11815012729608743,\N,\N,1.45,\N
1720,\N,\N,12.21,5.40633478,-46.09173618,"00 21 37.52","-46 05 30.3",50.1,3.98,19.9601,-301.15,-359.54,\N,\N,10.709188629336229,0.17286846077729567,\N,\N,1.537,\N
105336,\N,\N,10.9,320.04356389,-67.65177667,"21 20 10.46","-67 39 06.4",50.15,3.31,19.9402,-429.14,87.68,\N,\N,9.401354686782184,0.1435301700504823,\N,\N,1.45,\N
102235,\N,\N,10.8,310.73658394,-18.91626852,"20 42 56.78","-18 54 58.6",50.17,13.14,19.9322,605.85,-858.8,\N,\N,9.30222050513876,0.5822965036800714,\N,\N,1.45,\N
67620,"120690",\N,6.43,207.83625055,-24.38977243,"13 51 20.70","-24 23 23.2",50.2,0.85,19.9203,-580.93,-244.87,\N,\N,4.933518585725097,0.03677147354318411,\N,\N,0.703,\N
10072,\N,\N,11.78,32.39926138,-14.35821908,"02 09 35.82","-14 21 29.6",50.34,3.34,19.8649,518.62,-353,\N,\N,10.289566056061721,0.14428662306304574,\N,\N,1.517,\N
15844,\N,\N,10.38,51.0264225,23.78534067,"03 24 06.34","+23 47 07.2",50.54,4.66,19.7863,217.18,-129.17,\N,\N,8.898176187919482,0.20078917124992213,\N,\N,1.51,\N
109812,\N,\N,10.33,333.63147589,27.85389824,"22 14 31.55","+27 51 14.0",50.56,1.68,19.7785,-216.18,533.3,\N,\N,8.849035326371643,0.0721799275812991,\N,\N,1.426,\N
35495,\N,\N,10.06,109.87910788,32.83093125,"07 19 30.99","+32 49 51.4",50.59,2.45,19.7668,433.19,-345.22,\N,\N,8.580323397042838,0.1052435736442634,\N,\N,1.42,\N
86707,\N,\N,10.68,265.75278347,5.78947598,"17 43 00.67","+05 47 22.1",50.8,3.38,19.685,225.71,-60.54,\N,\N,9.209318561419597,0.14469362763744975,\N,\N,1.507,\N
