designation, HIP, HD, ra, declination, parallax, parallax_error, pm, pmra, pmdec, ruwe, phot_g_mean_mag, phot_bp_mean_mag, phot_rp_mean_mag, teff_gspphot, teff_gspphot_lower, teff_gspphot_upper, logg_gspphot, logg_gspphot_lower, logg_gspphot_upper, mh_gspphot, mh_gspphot_lower, mh_gspphot_upper, distance_gspphot, distance_gspphot_lower, distance_gspphot_upper, Mg, Mg_error, MRp, MRp_error, Bp_minus_Rp, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
"Gaia DR3 2564324345929277184",6069,\N,19.472269673905735,5.471111484456794,55.24816047250359,0.02136127,640.23865,87.8131010306212,-634.1879464126924,1.1507359,10.203821,11.260263,9.178536,3386.2861,3384.751,3395.702,4.0967,4.0898,4.1251,-1.1117,-1.1205,-1.07,18.1302,18.1165,18.2283,8.91541011224359,0.0008395828992666665,7.89012511224359,0.0008395828992662224,2.081727,11.02,19.4716633,5.4754696,1,5,65.3,14.87,15.3139,88.17,-629.73,\N,\N,10.094565906375369,0.5033072885956367,\N,\N,1.478,\N
"Gaia DR3 259731623173675904",23140,\N,74.69517197267011,50.94232725155364,47.49678089820916,0.017995318,604.8183,502.40443910267913,-336.7416620102787,0.9737834,10.1602545,11.19085,9.151585,3680.0913,3662.41,3695.8936,4.6281,4.5977,4.6598,-0.3732,-0.5168,-0.1985,21.007,20.9004,21.1009,8.543575381227544,0.0008227155118358809,7.5349058812275445,0.0008227155118358809,2.039265,10.97,74.68968885,50.94464233,4,50,51.51,2.45,19.4137,502.53,-335.69,\N,\N,9.529457749402896,0.10336099282374889,\N,\N,1.432,\N
"Gaia DR3 2603090003484152064",113020,\N,343.3241110018443,-14.266689393516607,214.0379888743159,0.035619885,1170.8784,957.7147312894218,-673.6012364809744,1.3398496,8.875059,10.453005,7.6437206,3185.4407,3183.7886,3185.9514,4.7813,4.7756,4.7824,-0.0011,-0.0112,-0.0001,4.665,4.6631,4.6664,10.527513308201183,0.00036137322457729937,9.296174908201182,0.00036137322457818755,2.8092844,10.16,343.31731628,-14.26205842,22,-14,212.69,2.1,4.7017,960.33,-675.64,\N,\N,11.79873535626228,0.021440783539954822,\N,\N,1.597,\N
"Gaia DR3 2627117287488522240",109388,\N,332.4231515660494,-4.64083481515791,113.4447215072131,0.029997606,1132.7999,1132.5832654528356,-22.15730652565566,1.353798,9.237196,10.61174,8.070007,3229.764,3153.1143,3303.7212,4.3425,4.1161,4.4983,-0.4062,-0.6696,-0.2356,8.8094,8.7725,8.8476,9.511117466568788,0.0005741913280168376,8.343928466568787,0.0005741913280168376,2.541733,10.41,332.41534076,-4.64068104,22,-4,113.97,2.1,8.7742,1134.9,-19.71,\N,\N,10.693952741371914,0.04001586589984374,\N,\N,1.531,\N
"Gaia DR3 2644439955745152512",116317,\N,353.5094798297434,0.17524273262485965,71.23393039944308,0.022930454,1365.8391,-993.091286898187,-937.702601927091,1.1814288,10.176725,11.397374,9.073014,3277.7864,3277.153,3279.0588,4.247,4.2451,4.2515,-0.7789,-0.7808,-0.7742,14.0407,14.035,14.0486,9.440159538071129,0.0006990046686921048,8.33644853807113,0.0006990046686929929,2.32436,11.16,353.51630754,0.18168871,23,0,71.56,4.77,13.9743,-997.02,-936.24,\N,\N,10.433351659476678,0.14495954729215743,\N,\N,1.454,\N
"Gaia DR3 2700417192226894976",107317,\N,326.0526781021926,6.640727017702199,48.62484721396324,0.04405844,364.34656,-324.0922786769462,-166.4710252141255,2.0311973,10.9909,12.334681,9.842359,3144.4558,3140.2224,3154.6294,4.0002,3.9806,4.04,-0.8113,-0.8317,-0.7661,20.7115,20.6124,20.8307,9.42519124861104,0.001967547838813033,8.276650248611041,0.001967547838813033,2.492322,12.06,326.05491855,6.64186705,21,6,47.3,3.84,21.1416,-326.46,-166.9,\N,\N,10.434305703689057,0.17667750426452677,\N,\N,1.522,\N
"Gaia DR3 2717105133036645760",111313,\N,338.26170115162523,9.37860496034321,77.03461200556988,0.021512639,556.3815,538.1796824250598,141.1487996279024,1.2107295,9.542259,10.620544,8.511597,3634.9204,3634.6848,3635.138,4.7653,4.765,4.7656,-0.1411,-0.142,-0.1396,12.9583,12.9542,12.9627,8.975688497654073,0.0006064040830802142,7.945026497654073,0.0006064040830802142,2.108947,10.36,338.25794972,9.37763447,22,9,78.07,2.45,12.809,537.93,140.05,\N,\N,9.822420896823438,0.06816773297525014,\N,\N,1.501,\N
"Gaia DR3 2724890053318383232",108380,\N,329.36098703370953,8.13764621566758,47.722729778733175,0.023664718,386.94595,373.79878698478524,100.00820709010259,1.095068,10.135839,11.255583,9.079977,3597.1438,3593.0742,3600.2336,4.5901,4.5835,4.5955,-0.1279,-0.1614,-0.1006,20.9051,20.8896,20.9195,8.529465388521848,0.0010767884960953822,7.4736033885218465,0.001076788496094938,2.175606,11.02,329.35839099,8.13695772,21,8,50.43,2.48,19.8295,380.83,103.22,\N,\N,9.533444840795667,0.1068728750634369,\N,\N,1.439,\N
"Gaia DR3 2738145555048846080",110951,\N,337.19219373733154,18.93112935160685,44.908885690314705,0.018845936,210.4688,167.19829020279946,-127.83521957238048,1.1376401,10.015258,10.980068,9.046482,3557.435,3550.4678,3581.5454,4.2263,4.2074,4.2907,-0.9513,-0.973,-0.8701,22.2563,22.2364,22.3817,8.27691939593801,0.0009112546844285419,7.308143395938011,0.0009112546844285419,1.933586,10.73,337.19097878,18.93200777,22,18,44.34,1.81,22.553,166.13,-128.26,\N,\N,8.963978443892348,0.08869080661976891,\N,\N,1.359,\N
"Gaia DR3 2761162254724651776",115680,\N,351.55386179032695,8.894783689773401,44.356514360159686,0.029906025,561.1487,518.9894359023966,213.39596665953542,1.0397055,9.8656845,10.782609,8.925722,3633.9927,3630.9097,3664.8396,4.2627,4.2547,4.3423,-0.9915,-0.9995,-0.8784,22.5005,22.4421,22.6856,8.100471554650518,0.0014640491693844737,7.160509054650519,0.0014640491693840296,1.856887,10.56,351.55025,8.89331651,23,8,42.25,2.13,23.6686,519.2,211.67,\N,\N,8.689133566428557,0.10956593386902291,\N,\N,1.461,\N
