HIP, HD, designation, Vmag, RAdeg, DEdeg, RAhms, DEdms, Plx, e_Plx, distance_Plx, pmRA, pmDE, BTmag, VTmag, MV, MV_error, MVt, MVt_error, B_minus_V, BT_minus_VT
65327,"238224",\N,9.69,200.84648954,57.9061585,"13 23 23.16","+57 54 22.2",39.84,1.44,25.1004,127.49,-4.82,11.245,9.851,7.691596648758305,0.07852116062906012,7.852596648758307,0.07852116062906012,1.262,1.394
107968,\N,\N,12.74,328.10570848,2.38950195,"21 52 25.37","+02 23 22.2",39.84,4.47,25.1004,23,-302.98,\N,\N,10.741596648758303,0.2446667255421513,\N,\N,-0.011,\N
83147,\N,\N,10.38,254.88826284,-26.26718398,"16 59 33.18","-26 16 01.9",39.86,11.61,25.0878,120.12,-299.37,11.731,10.337,8.382686471822346,0.6513392902367805,8.339686471822343,0.6513392902367814,1.356,1.394
17207,\N,\N,9.61,55.29394467,3.61195407,"03 41 10.55","+03 36 43.0",39.87,2.01,25.0815,-41.66,-236.97,11.617,9.839,7.613231178311972,0.10956515844756742,7.842231178311973,0.10956515844756742,1.36,1.778
54513,\N,\N,11.22,167.30181297,-4.60671132,"11 09 12.44","-04 36 24.2",39.87,2.45,25.0815,-331.11,-104.93,\N,\N,9.223231178311972,0.13360468965784644,\N,\N,1.446,\N
45116,\N,\N,10.94,137.87963821,46.61716909,"09 11 31.11","+46 37 01.8",39.89,2.32,25.0689,-352.8,-39.95,\N,\N,8.944320181549198,0.12643539272755788,\N,\N,1.402,\N
35872,"57901",\N,8.19,110.94589902,12.96575197,"07 23 47.02","+12 57 56.7",39.91,1.14,25.0564,84.59,-425.58,9.445,8.288,6.1954086389201155,0.0620434011206239,6.293408638920116,0.0620434011206239,0.959,1.157
106231,\N,\N,9.23,322.75678551,23.33573366,"21 31 01.63","+23 20 08.6",39.91,1.18,25.0564,134.06,-144.83,10.571,9.351,7.235408638920116,0.06422161068947085,7.356408638920117,0.06422161068947085,1.05,1.22
21223,"29086",\N,8.74,68.28897895,-36.94615167,"04 33 09.35","-36 56 46.1",39.93,0.93,25.0438,-17.66,42.46,10.062,8.871,6.746496550971689,0.050584388174824024,6.877496550971689,0.050584388174824024,0.99,1.191
63121,"112412",\N,5.61,194.00251587,38.31469771,"12 56 00.60","+38 18 52.9",39.95,23.72,25.0313,-203.89,88.34,5.861,5.517,3.6175839182500518,1.4840408250940254,3.524583918250052,1.4840408250940254,0.337,0.344
