HIP, e_Plx, Plx
51628,0.91,1.6
51629,0.91,4.78
51630,1.09,0.99
51631,1.44,0.7
51632,0.57,3.97
51633,0.75,6.05
51634,1.04,3.01
51635,0.71,3.38
51636,1.01,2.83
51637,1.66,2.01
51638,0.88,3.91
51639,2.08,3.52
51640,0.71,2.88
51641,3.78,8.07
51642,1.26,3.72
51643,1.73,4.35
51644,1.03,5.46
51645,1.05,1.6
51646,0.76,2.23
51647,0.94,2.77
51648,1.12,8.69
51649,1.2,6.58
51650,1.94,4.09
51651,0.83,5.83
51652,0.99,16.86
51653,0.86,2.29
51654,1.29,0.86
51655,1.13,13.48
51656,0.74,3.91
51657,1.17,6.69
51658,0.79,29.13
51659,0.89,3.18
51660,1.74,0.01
51661,0.67,3.09
51662,24.99,-15.46
51663,1.06,4.6
51664,1.18,11.16
51665,2.89,10.06
51666,5.32,-2.32
51667,1.26,7
51668,1.11,2.24
51669,3.98,15.42
51670,1.53,11.2
51671,1.77,10.23
51672,0.79,1.46
51673,1.34,2.99
51674,1.3,5.1
51675,0.96,4.43
51676,0.61,0.24
51677,1.44,13.9
51678,0.97,3.68
51679,1.15,9.66
51680,0.67,2.94
51681,0.82,0.65
51682,1.21,4.55
51683,1.12,5
51684,1.27,5.39
51685,0.77,6.18
51686,0.72,6.82
51687,1.27,5.66
51688,1.18,2.87
51689,1.68,2.25
51690,2.43,5.46
51691,8.48,10.06
51692,0.93,2.26
51693,1.71,5.14
51694,1.09,3.07
51695,1.03,1.58
51696,1.12,8.01
51697,0.72,4.43
51698,1.24,4.26
51699,1.29,8.12
51700,0.82,27.79
51701,0.87,9.19
51702,1.86,5.09
51703,0.91,4.82
51704,0.92,13.9
51705,1.27,6.35
51706,0.83,3.62
51707,1.99,0.53
51708,1.37,7.17
51709,1.21,0.92
51710,1.38,4.45
51711,1.07,4.55
51712,1.45,7.06
51713,0.56,11.96
51714,1.33,19.67
51715,1.43,4.56
51716,1.94,4.12
51717,1.55,4.71
51718,0.67,5.15
51719,2.88,-3.04
51720,2,4.14
51721,0.99,19.83
51722,0.89,7.77
51723,0.6,4.94
51724,1.07,2.75
51725,1.12,6.07
51726,1.32,9.8
51727,1.45,3.3
51728,1.07,3.15
51729,0.85,10.54
51730,0.9,7.2
51731,0.74,1.29
51732,0.55,3.93
51733,0.9,12.36
51734,1.45,3.3
51735,1.39,6.79
51736,1.41,0.86
51737,0.66,9.8
51738,0.73,4.72
51739,1.01,3.61
51740,1.41,3.22
51741,0.94,6.5
51742,1.25,3
51743,1.77,14.8
51744,1.51,0.98
51745,1.26,2.25
51746,2.19,11.77
51747,1.6,2.41
51748,5.66,16.89
51749,0.68,5.28
51750,0.82,3.63
51751,8.2,14.01
51752,1.7,4.5
51753,1.3,1.31
51754,1.06,3.67
51755,0.85,0.97
51756,1.06,4.35
51757,3.17,3.43
51758,1.08,2.18
51759,1.29,3.13
51760,0.97,3.91
51761,0.79,3.18
51762,1.31,9.35
51763,0.92,10.29
51764,1.41,1.09
51765,0.89,2.72
51766,1.04,-1.69
51767,0.96,1.8
51768,1.23,4.44
51769,1.8,16.19
51770,0.9,12.05
51771,1.28,11.16
51772,1.44,1.43
51773,0.81,0.25
51774,0.9,2.36
51775,0.78,10.23
51776,0.79,3.13
51777,0.85,14.09
51778,1.09,2.43
51779,0.75,3.92
51780,0.98,6.34
51781,0.87,16.09
51782,0.83,5.41
51783,1.47,16.22
51784,0.9,28.36
51785,0.89,1.73
51786,1.27,2.45
51787,1.09,-0.69
51788,0.66,9.64
51789,1.52,12.19
51790,1.21,-0.05
51791,1.64,1.48
51792,1.27,6.08
51793,1.34,18.66
51794,1.34,4.69
51795,0.75,15.76
51796,1.53,2.99
51797,3.09,8.63
51798,10.23,-0.49
51799,1.3,1.72
51800,0.9,4.25
51801,0.95,3.16
51802,0.99,7.05
51803,1.09,1.84
51804,1.28,5.37
51805,0.76,10.62
51806,0.79,1.9
51807,0.63,5.44
51808,0.55,12.68
51809,0.96,3.41
51810,0.58,3.82
51811,1.42,3.89
51812,0.68,2.67
51813,0.9,3.62
51814,0.61,37.8
51815,1.17,2.54
51816,0.67,3.62
51817,1.51,5.51
51818,1.18,1.01
51819,0.6,47.55
51820,0.93,4.73
51821,0.67,3.9
51822,0.86,2.46
51823,1.73,2.29
51824,2.35,2.88
51825,1.01,4.41
51826,1,9.9
51827,0.96,7.87
51828,1.17,3.21
51829,1.18,10.83
51830,0.97,4.37
51831,1.48,5.1
51832,0.85,13.33
51833,1.26,2.43
51834,0.84,5.25
51835,0.54,6.31
51836,1.33,2.61
51837,0.93,8.34
51838,0.74,5.61
51839,0.49,7.89
51840,0.96,9.23
51841,1.53,4.78
51842,0.81,2.61
51843,0.61,6.84
51844,1.1,0.44
51845,1.06,0.4
51846,0.93,6.4
51847,1.16,1.3
51848,0.9,1.3
51849,0.52,2.37
51850,0.86,2.82
51851,1.04,4.6
51852,0.7,13.87
51853,0.87,5.67
51854,1.27,0.73
51855,1.34,6.1
51856,3.34,9.05
51857,0.59,0.7
51858,0.89,4.92
51859,1.22,6.68
51860,0.92,18.43
51861,0.95,4.1
51862,1.18,0.72
51863,0.83,1.55
51864,2.41,13.16
51865,0.74,1.46
51866,0.6,0.68
51867,1.33,3.94
51868,0.8,2.8
51869,1.23,4.44
51870,0.65,3.13
51871,0.98,3.92
51872,1.36,-0.31
51873,0.59,5.2
51874,1.03,26.1
51875,1.38,4.73
51876,1.69,8.18
51877,1.03,19.21
51878,1.06,2.2
51879,0.8,1.76
51880,1.45,3.86
51881,1.4,4.89
51882,1.05,4.51
51883,0.55,7.62
51884,0.92,29.56
51885,1.11,22.72
51886,0.75,9.7
51887,5.61,2.55
51888,0.94,2.57
51889,0.89,2.02
51890,0.85,4.35
51891,0.94,2.36
51892,1.13,4.96
51893,1.23,1.64
51894,1.5,1.14
51895,2.99,5.98
51896,1.06,2.92
51897,1.33,14.59
51898,1.23,3.73
51899,0.78,0.06
51900,0.98,3.02
51901,1.02,17.8
51902,0.98,5.15
51903,1.19,1.66
51904,1.08,6.31
51905,0.75,3.37
51906,0.78,7.67
51907,0.8,17.37
51908,0.84,10.94
51909,1,-0.7
51910,0.87,5.65
51911,1.04,2.65
51912,0.5,12.14
51913,0.64,5.61
51914,0.75,21.6
51915,1.04,1.66
51916,0.73,1.11
51917,1.16,7.26
51918,6.32,1.08
51919,1.19,8.41
51920,1.09,4.85
51921,0.98,2.95
51922,1.46,8.05
51923,1.26,0.56
51924,1.01,1.8
51925,0.7,2.57
51926,0.88,7.04
51927,0.87,1.36
51928,3.14,39.56
51929,1.74,2.68
51930,1.51,1.86
51931,1.16,31.63
51932,0.84,2.27
51933,0.68,40.67
51934,0.57,1.95
51935,1.1,-0.15
51936,1,7.94
51937,0.75,6.91
51938,1.06,12.97
51939,1.5,8.64
51940,0.64,1.09
51941,1.13,1.42
51942,1.3,22.18
51943,0.84,3.78
51944,1.34,4.23
51945,1.37,15.63
51946,1.34,1.65
51947,0.73,3.9
51948,0.77,5.23
51949,1.04,10.64
51950,1.18,10.07
51951,1.02,5.02
51952,1.17,3.2
51953,1.09,4.6
51954,1.21,1.34
51955,0.95,18.01
51956,1.08,7.32
51957,1.96,3.23
51958,0.89,3.36
51959,1.3,9.41
51960,1.43,5.09
51961,1.2,8.15
51962,4.56,7.99
51963,0.76,4.29
51964,1.35,2.53
51965,1.3,9.74
51966,1.16,27.25
51967,0.57,9.05
51968,1.13,4.46
51969,1.47,8.94
51970,0.94,1.6
51971,0.72,7.76
51972,1.17,2.26
51973,0.82,5.64
51974,0.76,15.02
51975,1.3,0.72
51976,0.8,2.81
51977,0.72,1.9
51978,1.47,2.37
51979,0.85,6.8
51980,9.63,11.28
51981,0.72,1.91
51982,0.76,2.45
51983,1.12,7.15
51984,0.51,1.97
51985,2.7,14.29
51986,0.51,37.71
51987,1.22,13.4
51988,1.51,7.42
51989,0.83,2.43
51990,1.21,1.45
51991,0.71,5.66
51992,0.72,5.86
51993,1.06,9.06
51994,1.08,8.18
51995,1.19,6.5
51996,2.59,15.7
51997,1.88,0.56
51998,0.69,7.88
51999,1.95,18.08
52000,1.36,3.91
52001,1.08,14.48
52002,1.3,1.88
52003,0.74,3.81
52004,0.53,0.4
52005,1.7,5.96
52006,0.77,4.7
52007,1,8.12
52008,1.71,24.7
52009,0.75,6.18
52010,2.61,4.07
52011,0.97,3.93
52012,1.06,2.66
52013,2.04,1.96
52014,1.71,7.33
52015,1.03,11.52
52016,0.93,4.87
52017,1.22,3.37
52018,0.94,3.97
52019,1.72,1.1
52020,0.62,6.19
52021,\N,\N
52022,0.79,2.62
52023,1.25,14.06
52024,0.95,3.66
52025,0.92,6.35
52026,0.93,15.21
52027,1.11,7.65
52028,1.25,6.33
52029,1.22,12.93
52030,1.54,6.75
52031,0.94,4.67
52032,0.75,2.75
52033,1.33,1.43
52034,1.36,8.16
52035,0.88,8.15
52036,0.89,5.32
52037,1.55,4.49
52038,2.07,1.63
52039,0.93,8.33
52040,1.24,14.27
52041,1.01,4.09
52042,1.19,-0.68
52043,0.51,2.55
52044,0.59,-0.19
52045,1.72,18.21
52046,0.75,0.67
52047,1.09,11.23
52048,0.87,3.36
52049,1.04,1.4
52050,0.84,3.06
52051,1.71,27.26
52052,1.23,5.46
52053,0.83,2.82
52054,0.86,4.11
52055,1.49,4.69
52056,1.25,6.3
52057,1.12,5.46
52058,2.53,14.33
52059,0.57,6.78
52060,1.03,4.47
52061,11.3,7.36
52062,1.23,-0.15
52063,1.53,23.63
52064,0.74,14.17
52065,0.67,16.91
52066,1.16,10.85
52067,1.14,7.95
52068,0.67,2.07
52069,0.63,7.31
52070,1.04,10.9
52071,1.08,3.16
52072,0.97,3.02
52073,1.18,5.48
52074,1.31,2.61
52075,1.01,3.81
52076,1.28,6.88
52077,1.03,2.37
52078,0.65,7.5
52079,0.57,2.66
52080,0.93,4.5
52082,1.07,4.65
52083,0.87,2
52084,0.89,13.13
52085,0.89,14.52
52086,1.64,8.9
52087,0.82,1.12
52088,1.17,15.72
52089,1.3,22.44
52090,1.06,6.14
52091,2.62,22.18
52092,1.04,4.71
52093,1.75,2.36
52094,0.95,4.97
52095,0.87,3.48
52096,1.01,4.67
52097,1.64,14.36
52098,0.82,6.88
52099,1.08,2.38
52100,0.69,1.34
52101,1.01,2.21
52102,0.72,1.76
52103,0.52,2.17
52104,0.82,11.32
52105,1.69,7.13
52106,9.39,7.44
52107,1.04,2.74
52108,1.05,2.37
52109,0.75,8.77
52110,1.41,5.78
52111,0.87,2.14
52112,0.64,5.73
52113,0.71,9.09
52114,1.17,1.29
52115,1.09,7.07
52116,0.78,7.08
52117,0.63,2.47
52118,2.99,10.92
52119,1.13,5.91
52120,0.79,19.28
52121,1.33,0.55
52122,2.21,4.4
52123,1.61,0.49
52124,1.15,0.19
52125,1.23,3.78
52126,1.1,6.96
52127,1.18,5.03
52128,1.21,6.64
52129,1.94,4.5
52130,0.57,3.24
52131,0.52,10.47
52132,0.62,6.84
52133,17.87,-8.51
52134,0.9,2.11
52135,1.21,0.85
52136,0.64,6.34
52137,1.12,18.01
52138,0.65,1
52139,0.76,20.44
52140,1.02,20.41
52141,1.24,6.79
52142,6.17,10.81
52143,2.51,3.14
52144,0.92,5.24
52145,2.36,19.06
52146,0.64,2.2
52147,1.03,2.35
52148,1.74,7.39
52149,0.69,2.33
52150,0.5,2.95
52151,0.78,5.33
52152,0.84,5.79
52153,1.06,14.84
52154,0.53,3.62
52155,1.6,1.38
52156,0.84,4.64
52157,1.06,-0.71
52158,1.14,4.36
52159,0.64,2.37
52160,0.52,6.8
52161,0.63,2.46
52162,0.79,3.45
52163,3.42,2.05
52164,1.28,10.77
52165,1.17,2.11
52166,1.11,15.27
52167,0.78,4.42
52168,0.93,2.97
52169,0.98,2.98
52170,1.16,-1.72
52171,1.63,6.69
52172,1.45,7.79
52173,1.35,2.6
52174,2.3,7.96
52175,0.99,2.43
52176,1.25,0.56
52177,0.98,10.09
52178,0.77,5.25
52179,0.94,3.27
52180,1.01,-0.31
52181,3.03,2.74
52182,0.81,0.64
52183,0.87,1.86
52184,1.34,-1.03
52185,1.06,3.69
52186,2.94,59.46
52187,1.84,10.04
52188,0.86,1.07
52189,0.84,2.48
52190,3.76,68.38
52191,1.06,-0.04
52192,1.91,5.19
52193,0.78,11.26
52194,0.74,6.75
52195,1.05,4.32
52196,0.99,9.21
52197,0.97,9.09
52198,1.54,10.05
52199,0.8,2.22
52200,1.06,8.19
52201,1.56,11.86
52202,1.14,0.87
52203,0.63,5.97
52204,0.69,3.38
52205,1.12,3.03
52206,1.65,5.71
52207,1,8.06
52208,0.8,4.77
52209,1.12,5.93
52210,0.92,10.07
52211,1.07,5.31
52212,1.85,8.96
52213,1.21,10.46
52214,1.08,3.36
52215,1.58,0.66
52216,0.8,10.69
52217,0.96,3.51
52218,0.89,4.46
52219,1.57,1.19
52220,0.88,17.14
52221,0.51,7
52222,1.51,1.73
52223,1.97,0.79
52224,2.13,0.26
52225,1.41,1.62
52226,1.41,3.68
52227,1.27,4.35
52228,1.54,7.49
52229,0.7,1.47
52230,0.65,3.73
52231,1.61,8.92
52232,1.07,3.23
52233,1.39,-0.52
52234,1.37,23.64
52235,1.23,0.43
52236,5.51,1.04
52237,21.51,4.04
52238,1.26,3.43
52239,1.45,-1.75
52240,0.81,5.17
52241,2.72,7.14
52242,0.98,5.59
52243,1.34,3.83
52244,1.14,12.2
52245,0.83,1.65
52246,1.45,2.72
52247,0.75,11.86
52248,1.98,19.85
52249,1.59,6.27
52250,1.44,9.34
52251,1.36,7.37
52252,0.98,4.92
52253,2.01,6.26
52254,0.82,2.14
52255,1.45,3.96
52256,1.43,5.67
52257,1.05,4.11
52258,1.71,3.19
52259,1.8,9.02
52260,1.34,6.61
52261,0.58,7.65
52262,1.36,5.47
52263,1.83,3.13
52264,0.98,4.49
52265,1.37,0.73
52266,0.92,5.25
52267,1.24,5.12
52268,1.13,0.94
52269,1.28,2.26
52270,1.09,2.96
52271,0.71,3.4
52272,1.07,4.57
52273,0.85,4.69
52274,0.64,0.04
52275,1.08,13.44
52276,1.02,19.17
52277,1.99,9.19
52278,1,24.11
52279,1.05,7.82
52280,1.26,6.51
52281,1.17,1.66
52282,1.14,1.87
52283,2.56,1.65
52284,1.3,1.98
52285,2.42,18.68
52286,0.64,9.21
52287,1.35,2.95
52288,1.4,6.29
52289,1.88,5.69
52290,0.71,12.83
52291,0.66,1.56
52292,0.91,11.99
52293,0.53,7.21
52294,0.95,3.28
52295,0.93,2.32
52296,2.42,61.3
52297,1.38,2.09
52298,1.2,4.14
52299,0.92,1.45
52300,1.04,7.99
52301,1.03,14.82
52302,1.56,1.1
52303,1.42,3.05
52304,1.37,5.93
52305,0.82,3.58
52306,1.41,7.1
52307,1.71,10.77
52308,0.52,0.61
52309,0.84,6.6
52310,1.09,4.06
52311,0.95,11.23
52312,0.85,1.96
52313,1.32,3.72
52314,1.18,9.07
52315,1.3,0.21
52316,0.83,29.08
52317,1,3.57
52318,1,2.36
52319,0.97,3.65
52320,0.62,6.21
52321,1.8,3.17
52322,1.07,2.57
52323,1.69,1.81
52324,0.72,8.12
52325,1.62,15.71
52326,1.81,2.46
52327,1.42,5.86
52328,0.57,6.87
52329,1.08,0.36
52330,0.86,2.72
52331,0.92,1.12
52332,0.75,12.86
52333,1.1,0.21
52334,0.82,1.18
52335,1.47,0.4
52336,0.93,4.08
52337,1,3.71
52338,0.6,5.56
52339,3.05,28.12
52340,0.48,3.26
52341,3.85,61.18
52342,1.18,0.91
52343,1.13,3.75
52344,0.8,8.48
52345,1.05,4.59
52346,1.9,3.06
52347,1.17,8.65
52348,1.22,1.46
52349,1.13,6.83
52350,1.92,7.18
52351,1.88,21.63
52352,0.76,11.04
52353,0.54,14.58
52354,1.21,7.43
52355,1.4,5.87
52356,1.23,2.41
52357,1.22,7.21
52358,0.74,0.79
52359,1.22,3.07
52360,1.32,6.81
52361,1.17,2.71
52362,1.24,3.95
52363,1.93,6.64
52364,1.15,1.55
52365,1.14,4.03
52366,0.79,4.39
52367,1.16,1.48
52368,1.17,2.52
52369,0.82,42.73
52370,0.46,7.15
52371,1.06,3.81
52372,1.23,3.43
52373,0.84,3.77
52374,1.36,4.63
52375,1.57,1.99
52376,1.36,10.18
52377,0.91,3.52
52378,0.68,4.09
52379,0.94,4.13
52380,1.62,3.46
52381,0.63,5.43
52382,1.07,3.96
52383,0.94,13.45
52384,0.87,7.39
52385,1.13,4.7
52386,0.89,2.67
52387,1.58,6.2
52388,1.4,0.88
52389,2.54,6.35
52390,1.07,3.21
52391,0.78,4.42
52392,0.91,6.33
52393,2.06,4.84
52394,0.68,1.91
52395,0.8,12.27
52396,0.94,0.71
52397,0.52,2.69
52398,0.88,2.93
52399,1.35,3.53
52400,2.72,-2.08
52401,1.29,13.95
52402,0.93,2.7
52403,0.98,10.1
52404,1.05,1.37
52405,0.52,0.48
52406,2.3,5.9
52407,0.7,5.39
52408,1.27,0.41
52409,0.99,30.94
52410,0.93,13.26
52411,0.9,-0.35
52412,4.32,0.24
52413,1.22,9.47
52414,0.75,7.22
52415,1.01,6.97
52416,0.87,0.28
52417,0.95,9.43
52418,1.03,1.48
52419,0.5,7.43
52420,0.72,3.56
52421,0.91,7.88
52422,0.8,22
52423,1.71,6.57
52424,1.13,0.13
52425,0.56,7.65
52426,0.84,1.29
52427,0.58,13.01
52428,1.11,3.17
52429,1.4,11.52
52430,0.97,0.66
52431,1.12,2.44
52432,0.99,7.96
52433,0.68,4.46
52434,1.26,1.64
52435,0.85,4.54
52436,1.08,3.86
52437,3.59,5.89
52438,1.76,7.01
52439,1.36,9.38
52440,1.27,5.58
52441,1.13,0.41
52442,0.95,11.69
52443,1.01,-0.39
52444,0.78,-0.91
52445,0.75,3.74
52446,1.97,3.5
52447,0.75,6.54
52448,0.87,0.64
52449,1.24,3.51
52450,0.87,2.04
52451,0.83,4.34
52452,1.13,4.68
52453,0.76,3.59
52454,1.18,10.71
52455,1.07,10.21
52456,1.17,12.55
52457,0.84,15.72
52458,1.15,4.59
52459,1.29,1.47
52460,1.31,4.37
52461,0.75,16.45
52462,0.84,46.36
52463,1.25,15.41
52464,0.53,6.08
52465,1.08,7.73
52466,3.07,6.62
52467,1.08,2.94
52468,0.5,3.06
52469,0.71,28.05
52470,0.99,39.56
52471,1.17,13.48
52472,0.8,22.72
52473,1.07,3.93
52474,0.74,1.23
52475,1.36,5.72
52476,2.14,4.22
52477,0.75,2.82
52478,0.61,8.87
52479,1.25,1.47
52480,1.29,4.95
52481,1.71,4.09
52482,1.32,2.63
52483,0.9,2.53
52484,0.83,4.66
52485,0.94,2.79
52486,0.95,3.69
52487,0.5,3.23
52488,0.54,0.5
52489,1.33,4.32
52490,1.46,3.29
52491,0.96,16.49
52492,1.12,4.1
52493,1.39,7.3
52494,1.06,2.54
52495,0.88,5.01
52496,0.85,6.92
52497,1.04,6.08
52498,0.88,27.98
52499,1.64,3.9
52500,0.96,10.43
52501,1.39,0.76
52502,0.46,6.74
52503,0.7,6.2
52504,1.12,5.46
52505,1.29,8.79
52506,0.67,4.32
52507,0.62,1.01
52508,2.88,0.58
52509,1.27,1.26
52510,1.09,17.49
52511,1.08,3.51
52512,0.81,-0.51
52513,0.86,15.37
52514,1.95,16.25
52515,0.79,1.24
52516,1.23,3.65
52517,4.88,7.96
52518,0.89,6.06
52519,1.36,7.14
52520,0.5,9.43
52521,1,34.6
52522,1.03,2.02
52523,0.96,6.04
52524,1.01,5.55
52525,1.43,6.39
52526,0.86,1.23
52527,1.28,5.12
52528,1.49,4.75
52529,1.01,3.56
52530,0.85,9.78
52531,2.15,-1.18
52532,0.94,3.75
52533,1.9,2.22
52534,0.84,3.11
52535,0.51,31.29
52536,0.79,1.41
52537,0.6,9.2
52538,1.76,1.28
52539,1.07,3.84
52540,0.67,9.16
52541,1.76,1.28
52542,1.55,6.78
52543,1.63,9.52
52544,1.72,24.02
52545,1.74,19.88
52546,4.69,3.22
52547,2.18,14.77
52548,1.18,3.57
52549,1.4,4.03
52550,1.19,10.57
52551,3.35,7.61
52552,1.84,22.14
52553,1.52,-0.72
52554,1.95,16.25
52555,1.53,13.88
52556,0.81,2.19
52557,0.94,11.12
52558,0.59,0.29
52559,1.04,13.96
52560,0.93,2.58
52561,1.62,0.38
52562,0.9,1.49
52563,1.21,10.39
52564,0.72,8.46
52565,1.89,-1.87
52566,1.19,5.17
52567,0.95,3.51
52568,1.06,3.24
52569,1.25,2.75
52570,0.97,-1.27
52571,0.91,4.43
52572,1.02,3.23
52573,0.86,4.19
52574,1.03,19.47
52575,1.98,4.94
52576,0.91,1.64
52577,0.65,2.88
52578,0.76,13.91
52579,1.47,3.66
52580,1.11,9.84
52581,1.04,2.39
52582,1.28,2.94
52583,15.94,-9.49
52584,1.06,5.1
52585,\N,\N
52586,0.72,5.13
52587,0.82,14.59
52588,0.73,1.2
52589,3.28,-3.92
52590,1.12,2.56
52591,1.05,5.87
52592,1.18,2.62
52593,3.06,1.75
52594,1.45,4.14
52595,0.9,9.21
52596,2.45,72.19
52597,0.81,4.36
52598,1.1,8.2
52599,1.08,4.74
52600,2.36,70.87
52601,1.43,5.75
52602,0.75,9.42
52603,0.84,1.75
52604,1.4,0.89
52605,1.31,3.59
52606,0.93,3.96
52607,22.38,-28.02
52608,1.46,0.7
52609,1.19,6.8
52610,1.09,19.12
52611,1.32,0.08
52612,0.89,2.18
52613,0.71,0.58
52614,0.59,7.19
52615,1.08,6.79
52616,0.92,5.3
52617,1.37,1.62
52618,1.21,1.91
52619,1.24,4.74
52620,1.17,1.06
52621,25.22,-7.21
52622,0.66,2.33
52623,1.34,2.52
52624,0.83,3.38
52625,1.2,1.74
52626,0.96,14.05
52627,1.09,5.94
52628,0.61,1.13
52629,1.11,12.81
52630,0.98,7.54
52631,0.59,2.52
52632,0.82,9.95
52633,0.45,8.97
52634,1.25,3.19
52635,0.87,2.7
52636,0.78,5.93
52637,0.64,2.93
52638,0.82,8.64
52639,0.76,2.16
52640,0.96,5.81
52641,1.12,0.24
52642,0.79,2.7
52643,1.5,4.33
52644,1.15,14.93
52645,0.95,4.7
52646,1.06,3.48
52647,1.32,7.4
52648,1.27,4.19
52649,1,20.02
52650,0.72,8.99
52651,5.94,-0.61
52652,1.52,0.49
52653,0.97,1.95
52654,1.29,2.54
52655,1.54,2.86
52656,0.85,3.29
52657,1.56,4.58
52658,0.92,4.86
52659,0.92,5.01
52660,0.88,9.28
52661,1.06,2.48
52662,1.41,2.06
52663,1.44,0.61
52664,0.79,3.35
52665,0.92,2.5
52666,1.41,13.34
52667,0.97,21.19
52668,1.82,12.35
52669,1.1,2.87
52670,0.61,1.87
52671,3.05,0.33
52672,1.29,2.17
52673,1.32,13.03
52674,0.88,0.71
52675,1.45,8.96
52676,0.87,23.52
52677,1.11,0.79
52678,0.48,6.99
52679,0.53,8.93
52680,0.86,3.36
52681,1.29,4.21
52682,3.45,21.29
52683,0.92,8
52684,0.89,2.31
52685,0.66,4.31
52686,0.79,18.27
52687,1.11,8.61
52688,0.84,6.6
52689,0.86,11.34
52690,0.58,5.47
52691,1.1,2.74
52692,1.07,5.05
52693,0.94,4.42
52694,0.71,16.41
52695,1.29,1.87
52696,1.08,4.6
52697,1.06,0.58
52698,0.94,5.95
52699,0.87,8.44
52700,1.18,1.47
52701,0.49,7.6
52702,0.88,15.3
52703,3.52,1.49
52704,0.99,6.24
52705,1.12,27.36
52706,1.05,9.47
52707,1.09,3.89
52708,1.27,49.51
52709,0.65,13.33
52710,0.78,5.15
52711,0.87,5.98
52712,0.99,6.54
52713,0.93,2.95
52714,1.24,10.54
52715,1.25,4.36
52716,0.8,9.44
52717,1.34,-0.14
52718,0.98,3.32
52719,1.59,-2.39
52720,1.25,18.79
52721,0.77,9.8
52722,0.88,4.49
52723,1.06,0.86
52724,1.36,12.55
52725,1.17,1.53
52726,0.9,4.52
52727,0.49,28.18
52728,0.87,4.32
52729,0.93,1.95
52730,0.49,2.11
52731,1.17,5.12
52732,1.05,2.73
52733,1.21,8.87
52734,3.03,0.77
52735,1.94,11.97
52736,0.48,7.26
52737,1.51,14.88
52738,1.38,5.19
52739,0.82,1.09
52740,0.85,3.04
52741,0.96,1.72
52742,0.56,5.95
52743,0.91,6.55
52744,1.27,4.21
52745,1.45,3.51
52746,1.74,0.25
52747,1.32,0.36
52748,0.97,0.69
52749,1.48,5.56
52750,1.16,8.03
52751,0.97,6.13
52752,1.61,4.19
52753,0.86,1.42
52755,1.25,2.99
52756,1.23,13.79
52757,0.97,5.88
52758,1.39,8.06
52759,1.64,7.75
52760,0.94,9.3
52761,1.38,13.58
52762,0.59,-0.04
52763,0.88,10.47
52764,1.28,3.79
52765,1.63,29.93
52766,0.82,2.73
52767,1.18,7.95
52768,1.25,9.58
52769,1.18,3.07
52770,0.98,3.7
52771,1.75,10.55
52772,1.2,3.21
52773,1.67,2.39
52774,12.16,13.11
52775,1.25,1.91
52776,1.57,30.57
52777,1.7,4.77
52778,0.92,5.96
52779,1.26,8.37
52780,0.97,21.89
52781,1.21,3.7
52782,1.69,3.74
52783,0.85,1.38
52784,2.26,8.29
52785,0.49,2.61
52786,0.79,5.89
52787,1.01,28.68
52788,0.75,6.62
52789,0.89,2.37
52790,1.13,6.7
52791,1.82,4
52792,1.87,10.22
52793,4.44,12.25
52794,0.72,3.53
52795,0.8,1.66
52796,0.88,12.45
52797,0.6,1.18
52798,1.35,4.84
52799,0.54,2.9
52800,\N,\N
52801,1.03,4
52802,1.81,5.7
52803,1.06,3.68
52804,0.86,4.25
52805,1.01,11.61
52806,0.54,2.65
52807,1.14,3.54
52808,1.68,4.97
52809,1,4.73
52810,1.44,0.96
52811,1.23,1.88
52812,1.62,6.15
52813,1.33,1.73
52814,1.06,8.2
52815,0.55,6.95
52816,0.64,5.26
52817,1.21,3.45
52818,0.86,2.2
52819,1.32,4.04
52820,1.34,2.74
52821,1.62,6.47
52822,0.73,4.73
52823,1.55,6.97
52824,1.22,10.41
52825,0.99,1.9
52826,1.52,5.4
52827,0.52,-0.01
52828,0.95,22.19
52829,0.84,1.35
52830,0.82,3.24
52831,1.04,3.41
52832,1.18,0.82
52833,1.33,8.32
52834,0.91,1.44
52835,6.38,4.18
52836,1,8.62
52837,1.26,4.36
52838,1.07,3.74
52839,3.39,6.65
52840,4.76,5.38
52841,0.81,7.65
52842,1.77,7.86
52843,1.13,0.01
52844,1.04,6.95
52845,1.02,4.17
52846,1.06,7.66
52847,0.86,5.9
52848,1.11,7.89
52849,0.8,0.22
52850,0.99,2.79
52851,1.73,-0.3
52852,1.02,4.08
52853,1.1,2.08
52854,7.79,10.25
52855,0.8,2.11
52856,1.28,2.96
52857,1.18,12.82
52858,0.67,14.98
52859,1.35,11.14
52860,1.41,1.73
52861,0.77,2.36
52862,1.52,9.3
52863,0.9,6.14
52864,1.19,3.27
52865,0.66,6.94
52866,0.84,3.28
52867,0.74,5.71
52868,0.61,2.31
52869,1.47,7.84
52870,1.16,3.25
52871,0.96,2.64
52872,0.91,2
52873,1.65,3.21
52874,0.83,11.09
52875,4.62,1.99
52876,1.15,10.84
52877,0.59,7.76
52878,0.68,1.23
52879,0.73,3.15
52880,1.17,3.86
52881,0.84,6.68
52882,0.77,5.45
52883,0.78,7.26
52884,0.9,4.76
52885,1.26,4.55
52886,1.05,1.94
52887,2.67,1.66
52888,0.87,18.01
52889,1.17,1.94
52890,1.94,5.58
52891,1.2,18.01
52892,1.62,2.23
52893,0.94,9.58
52894,0.84,5.74
52895,1.58,4.82
52896,2.02,6.85
52897,1.6,-1.69
52898,0.74,1.02
52899,1.03,5.54
52900,1.17,1.44
52901,0.65,4.95
