HIP, e_Plx, Plx
7059,0.95,6.85
7060,0.75,11.64
7061,0.9,4.21
7062,0.65,2
7063,1.19,4.49
7064,0.93,3.25
7065,1.35,1.79
7066,0.86,4.04
7067,1.27,9.99
7068,3.04,5.98
7069,0.94,7.66
7070,1.28,3.25
7071,1.32,4.87
7072,2.57,3.53
7073,1.2,4.31
7074,1.06,2.27
7075,1.28,8.68
7076,0.98,22.17
7077,1.32,1.86
7078,0.57,34.19
7079,0.96,6.39
7080,0.96,17.32
7081,0.95,11.79
7082,0.62,14.48
7083,0.61,22.15
7084,1.29,5.87
7085,1.58,6.78
7086,0.72,12.53
7087,0.94,1.56
7088,0.87,-0.58
7089,1.32,8.41
7090,0.92,23.18
7091,0.99,16.94
7092,1.13,3.59
7093,2.05,3.52
7094,0.75,1.52
7095,0.89,2.42
7096,1.55,2.76
7097,0.82,11.09
7098,0.74,5.52
7099,0.94,10.67
7100,0.82,7.33
7101,0.96,9.59
7102,1.16,1.73
7103,1.52,-1.88
7104,0.93,11.8
7105,1.16,1.27
7106,0.73,14.04
7107,0.78,10.11
7108,0.91,11.42
7109,1.21,12.93
7110,1.28,1.37
7111,1.68,9.33
7112,0.83,1.02
7113,0.84,10.5
7114,0.69,13.03
7115,0.7,10.21
7116,0.91,4.12
7117,1.02,7.48
7118,0.76,10.74
7119,1.08,2.17
7120,1.83,0.13
7121,1.16,7.58
7122,1.17,2.38
7123,1.03,2.27
7124,1.36,8.36
7125,0.95,7.04
7126,1.63,6.64
7127,1.01,1.76
7128,0.61,2.6
7129,0.8,8.05
7130,1.54,5.35
7131,1,6.07
7132,1,3.38
7133,1.06,5.8
7134,1.01,9.81
7135,1.25,5.12
7136,0.77,12.82
7137,3.01,6.6
7138,0.92,8.54
7139,1.01,1.33
7140,0.87,4.09
7141,1.73,8.33
7142,0.99,16.32
7143,0.84,17.15
7144,1.31,2.94
7145,0.91,1.68
7146,1.08,8.19
7147,0.76,3.48
7148,1.04,9.61
7149,1.34,-0.03
7150,1.26,4.61
7151,1.04,4.11
7152,0.97,4.01
7153,1.01,8.43
7154,1.63,12.39
7155,1.65,3.05
7156,0.96,2.14
7157,0.83,6.64
7158,2.88,22.07
7159,1.42,5.05
7160,1.06,7.44
7161,2.9,4.94
7162,1.98,5.93
7163,8.07,3.65
7164,0.97,5.09
7165,1.29,2.88
7166,0.7,6.73
7167,1.14,16.64
7168,1.43,4.09
7169,1.47,6.76
7170,2.12,56.42
7171,1.12,1.48
7172,3.14,9.78
7173,2.43,-1.11
7174,1.22,4.91
7175,0.82,3.3
7176,2.02,0.95
7177,0.91,7.79
7178,1.8,7.68
7179,1.38,5.7
7180,1.74,8.3
7181,1.1,3.31
7182,0.62,4.15
7183,0.81,20.49
7184,0.94,2.19
7185,1.06,3.1
7186,1.28,7.35
7187,1.01,3.65
7188,0.98,1.33
7189,0.63,12.41
7190,1.11,8.6
7191,0.95,4.44
7192,0.81,1.72
7193,1.12,4.22
7194,1.14,3.71
7195,1.01,4.26
7196,1.08,1.17
7197,8.27,9.59
7198,1.02,3.2
7199,3.04,7.08
7200,2.53,15.32
7201,1.06,6.73
7202,1.19,-0.01
7203,1.26,2.89
7204,1.03,9.51
7205,1.29,1.88
7206,1.33,1.35
7207,1.39,4.85
7208,1.17,3.6
7209,1.18,5.26
7210,1.1,14.3
7211,1.09,16.98
7212,1.49,1.77
7213,0.89,12.29
7214,1.53,2.26
7215,1.19,8.58
7216,0.92,9.17
7217,1.24,15.33
7218,1.07,1.25
7219,1.64,7.16
7220,1.11,2.92
7221,1.01,19.58
7222,0.74,8.06
7223,0.87,2.9
7224,2.23,-1.65
7225,0.82,3.49
7226,1.08,0.99
7227,1.32,1.17
7228,1.43,28.69
7229,1.45,7.55
7230,1.39,3.35
7231,0.54,3.69
7232,1.3,2.44
7233,1.34,16.01
7234,1.11,6.06
7235,0.88,51.27
7236,0.99,5.64
7237,1.02,17.92
7238,2.61,-1.98
7239,0.92,11.59
7240,0.89,17.47
7241,3.32,19.63
7242,1.03,5.35
7243,0.83,5.58
7244,0.94,30.13
7245,1.06,18.92
7246,1.36,0.57
7247,0.8,0.93
7248,0.94,9.91
7249,0.87,0.97
7250,1.39,3.35
7251,0.69,1.67
7252,1.09,2.61
7253,0.76,0.07
7254,0.94,28.23
7255,0.93,5.52
7256,0.69,10.96
7257,1.21,0.4
7258,1.14,0.67
7259,1.11,2.55
7260,2.32,2.69
7261,0.82,6.01
7262,0.8,13.7
7263,1.51,4.88
7264,1.41,8.64
7265,1.09,4.97
7266,0.99,2.6
7267,1.33,6.71
7268,1.13,4.32
7269,0.98,4.04
7270,1.35,4.06
7271,0.52,7.4
7272,0.91,3.41
7273,1.23,6.55
7274,5.84,14.57
7275,0.77,4.16
7276,0.72,33.71
7277,1.01,18.99
7278,1.44,3.5
7279,0.95,9.43
7280,1.08,8.3
7281,1.07,4.45
7282,0.89,5.05
7283,0.49,10.15
7284,0.93,14.08
7285,1.2,3.75
7286,1.63,2.97
7287,2.34,21.63
7288,1.15,5.38
7289,0.85,2.04
7290,2.04,22.36
7291,0.96,4.44
7292,1.19,3.8
7293,0.86,5.18
7294,0.68,15.96
7295,1.24,3.9
7296,1.95,20.73
7297,0.77,4.91
7298,0.62,12.89
7299,2.35,3.66
7300,1.25,4.34
7301,1.36,1.31
7302,0.87,2.37
7303,1.7,13
7304,17.36,-2.53
7305,0.86,3.77
7306,3.24,-1.95
7307,1.03,11.78
7308,1.27,7.41
7309,0.89,3.66
7310,2.33,1.85
7311,1.19,12.59
7312,1.38,9.83
7313,1.07,3.35
7314,1.32,3.62
7315,1.27,2.05
7316,1.61,5.61
7317,1.15,9.27
7318,0.75,3.62
7319,1.17,1.13
7320,1.16,5.57
7321,0.86,8.32
7322,0.78,9.19
7323,0.94,5.33
7324,0.93,8.39
7325,1.18,4.53
7326,0.93,-0.21
7327,1.07,7.82
7328,1.27,4.65
7329,2.67,10.37
7330,0.95,2.77
7331,1.01,7.55
7332,1.52,6.83
7333,1.95,24.48
7334,1.38,3.09
7335,1.01,3.87
7336,1.2,0.84
7337,2.5,4.33
7338,1.6,28.7
7339,0.6,47.65
7340,1.12,3.84
7341,1.06,3.1
7342,0.78,8.29
7343,0.87,2.73
7344,0.94,5.33
7345,0.75,16.32
7346,0.92,31.98
7347,1.56,0.51
7348,1.24,2.9
7349,0.94,10.23
7350,1.21,2.86
7351,1.73,2.93
7352,1.03,4.51
7353,0.87,1.93
7354,1.11,6.09
7355,1.06,5.07
7356,0.91,1.85
7357,0.91,27.26
7358,0.76,7.28
7359,0.74,5.46
7360,0.69,4.68
7361,0.77,8.87
7362,0.96,3.98
7363,0.85,3.29
7364,2.24,12
7365,2.11,0.86
7366,0.8,5.06
7367,7,10.44
7368,1.27,5.92
7369,1.05,2.84
7370,0.9,20.91
7371,1.44,3.16
7372,1.47,42.29
7373,1.22,9.66
7374,0.97,3.77
7375,1.19,4.84
7376,1.77,8.92
7377,0.95,2.86
7378,1.19,6.82
7379,1.57,3.79
7380,1.51,5.71
7381,1.02,2.93
7382,1.11,6.93
7383,0.71,7.61
7384,1.12,6.2
7385,1.26,5.29
7386,1.81,17.87
7387,0.54,24.72
7388,0.83,2.26
7389,1.2,6.4
7390,1.28,3.46
7391,1,8.31
7392,30.29,35.36
7393,1.34,4.03
7394,1.42,2.71
7395,1.53,11.41
7396,1.12,28.63
7397,4.37,10.33
7398,2.77,-2.35
7399,0.76,3.89
7400,0.76,8.27
7401,0.73,4.6
7402,0.9,4.61
7403,1.03,2.57
7404,0.93,27.36
7405,1.28,4.98
7406,1.27,6.68
7407,1.64,4.42
7408,1.41,1.28
7409,1.25,5.59
7410,1.34,4.15
7411,1.07,3.57
7412,1.19,5.42
7413,1.53,4.46
7414,1.13,1.59
7415,1.21,2.38
7416,4.34,9.52
7417,1.36,2.17
7418,1.25,3.13
7419,0.97,3.99
7420,2.07,23.86
7421,0.84,5.9
7422,1.14,10.99
7423,1.74,1.91
7424,0.91,2.83
7425,4.74,20.47
7426,0.84,20.46
7427,0.98,17.33
7428,1.12,5.32
7429,0.79,20.82
7430,0.83,7.5
7431,1.19,0.33
7432,1.2,3.99
7433,0.71,4.04
7434,0.84,2.69
7435,0.98,9.75
7436,0.84,1.42
7437,1.34,10.43
7438,1.33,5.52
7439,0.83,7.43
7440,1.68,2.97
7441,1.33,19.39
7442,0.99,5.35
7443,0.68,26.54
7444,0.77,8.41
7445,1.96,4.16
7446,0.86,23.3
7447,0.82,16.75
7448,1.15,9.25
7449,0.88,2.87
7450,0.73,5.94
7451,1.11,8.43
7452,1.46,6.85
7453,1.44,2.21
7454,3.76,10.69
7455,1.62,-0.41
7456,1.61,13.33
7457,0.87,3.4
7458,1.04,2.37
7459,1.19,11.63
7460,2.3,0.52
7461,1.11,3.94
7462,0.89,7.18
7463,0.97,16.13
7464,1.19,8.58
7465,1.01,1.78
7466,3.7,3.51
7467,1.32,21.22
7468,1.26,2.39
7469,1.37,5.53
7470,1.22,1.35
7471,0.71,4.66
7472,0.79,4.74
7473,0.91,1.15
7474,1.81,2.78
7475,0.92,8.67
7476,1.27,3.75
7477,0.72,9.62
7478,1.17,3.5
7479,1.31,4.65
7480,1.03,11.96
7481,0.95,3.34
7482,1.12,5.01
7483,1.02,3.6
7484,1.12,3.55
7485,1.17,5.23
7486,0.8,4.13
7487,1.16,1.98
7488,1.4,2.72
7489,8.91,-2.28
7490,1.21,2.41
7491,1.2,3.61
7492,1.66,3.12
7493,0.82,7.77
7494,0.8,2.96
7495,2.71,-3.84
7496,0.78,0.19
7497,1.24,2.32
7498,1.18,3.15
7499,1.11,2.61
7500,1.39,30.75
7501,0.97,2.39
7502,0.97,4.81
7503,1.05,2.27
7504,1.12,2.26
7505,0.8,3.6
7506,0.57,4.05
7507,1.66,7.07
7508,1.45,3.79
7509,1.02,4.52
7510,1.45,6.09
7511,0.98,7.08
7512,0.84,1.47
7513,0.72,74.25
7514,0.69,6.42
7515,0.94,6.78
7516,0.93,4.03
7517,0.82,4.54
7518,1.01,8.94
7519,1.01,2
7520,1.17,-0.65
7521,1.15,1.28
7522,1.03,5.35
7523,1.55,5.96
7524,1.11,1.01
7525,1.18,5.1
7526,2.46,15.9
7527,1.25,6.14
7528,1.42,7.72
7529,1.38,-0.75
7530,1.64,6.01
7531,1.25,1.43
7532,1.06,10.41
7533,1.15,0.63
7534,1.16,8.43
7535,1.42,29.58
7536,0.93,5.61
7537,0.8,12.64
7538,1.33,1.82
7539,1.08,29.72
7540,2.62,4.87
7541,1,6.04
7542,0.97,3.03
7543,0.82,7.61
7544,1.52,9.38
7545,1.38,5.62
7546,1.03,2.92
7547,0.98,2.8
7548,1.68,0.69
7549,0.93,11.31
7550,0.99,7.56
7551,0.98,3.51
7552,0.93,6.4
7553,1.54,-1.33
7554,1.63,45.79
7555,1.08,2.01
7556,1.13,0.5
7557,0.56,3.41
7558,3.07,6.28
7559,1.55,0.54
7560,0.94,8.03
7561,1,2.39
7562,1.19,9.48
7563,0.84,3
7564,0.86,23.8
7565,1.07,8.14
7566,7.96,-3.47
7567,1.09,5.82
7568,0.5,8.94
7569,1,5.88
7570,2.01,16.93
7571,1.4,2.7
7572,0.98,4.42
7573,1.04,4.17
7574,0.84,3.56
7575,1.41,2.19
7576,0.96,42.35
7577,1.09,1.58
7578,1.72,0.91
7579,1.34,16.56
7580,0.81,26.15
7581,0.76,1.8
7582,2.55,5.15
7583,1,3.77
7584,1.58,5.97
7585,0.83,38.86
7586,1.24,10.94
7587,2.37,6.81
7588,0.57,22.68
7589,0.97,15.53
7590,1.15,5.72
7591,0.86,3.43
7592,0.76,0.54
7593,0.68,1.1
7594,1.02,9.32
7595,1.22,4.65
7596,1.26,2.91
7597,0.89,3.64
7598,1.34,-1.98
7599,0.62,25.39
7600,1.75,2.13
7601,0.52,36.86
7602,0.9,2.68
7603,0.85,4.87
7604,0.92,5.88
7605,1.01,4.54
7606,1.16,3
7607,0.74,18.76
7608,1.43,2.33
7609,0.94,6.7
7610,0.78,5.66
7611,1.13,4.05
7612,0.99,12.46
7613,0.79,12.9
7614,1.12,2.76
7615,0.67,1.16
7616,0.83,4.98
7617,0.7,2.86
7618,2.95,19.78
7619,3.5,1.95
7620,1.63,1.65
7621,1.19,4.35
7622,0.85,3.55
7623,0.7,4.63
7624,1.18,1.55
7625,0.74,5.26
7626,1.51,20.45
7627,2.35,8.18
7628,0.73,11.08
7629,0.96,3.39
7630,1.37,3.04
7631,1.07,1.3
7632,0.95,2.16
7633,1.38,4.26
7634,1.19,3.62
7635,\N,\N
7636,1.66,26.3
7637,0.59,4.71
7638,1.52,2.7
7639,0.85,4.86
7640,1.17,1.91
7641,1.72,-0.38
7642,0.94,6.42
7643,0.68,10.1
7644,0.93,7.27
7645,0.99,1.33
7646,2.92,52.95
7647,2.02,2.82
7648,2.7,2.03
7649,0.66,11.91
7650,0.7,7.3
7651,0.85,7.17
7652,1.92,3.61
7653,1.22,9.67
7654,1.48,8.76
7655,3.28,28.69
7656,0.59,4.93
7657,1.09,-1.08
7658,0.88,3.5
7659,1.51,3.06
7660,1.33,5.54
7661,0.88,5.31
7662,1.84,2.7
7663,1.04,10.51
7664,1.02,10.45
7665,2.01,1.7
7666,1.59,2.97
7667,2.03,7.78
7668,1.01,1.65
7669,0.91,18.95
7670,3.32,20.4
7671,1.29,3.08
7672,1.02,8.05
7673,1.43,8.6
7674,4.03,9.56
7675,1.12,4.06
7676,0.84,5.64
7677,1.46,9.67
7678,1.06,3.34
7679,0.77,14.21
7680,0.91,2.33
7681,1.93,-2.8
7682,2.01,3.88
7683,1.14,3.94
7684,1.86,4.27
7685,1.04,7.28
7686,1.28,4.17
7687,1.56,25.82
7688,1.07,9.02
7689,1.04,5.9
7690,1.5,0.29
7691,1.26,1.4
7692,1.15,10.21
7693,1.03,7.97
7694,1.37,7.89
7695,1.31,0.71
7696,0.9,8.8
7697,0.84,1.57
7698,1.15,3.61
7699,0.61,20.37
7700,0.92,5.39
7701,3.52,11.64
7702,0.72,6.19
7703,0.98,1.69
7704,1.97,5.34
7705,1.25,19.12
7706,0.97,8.76
7707,1.24,-0.52
7708,0.9,5
7709,1.35,3.7
7710,0.82,7.35
7711,1.04,8.34
7712,1.39,0.21
7713,0.85,4.56
7714,1.48,0.62
7715,1.44,5.68
7716,1.14,3.29
7717,1.51,4.76
7718,1.04,7.6
7719,0.76,13.46
7720,1.92,0.49
7721,0.71,6.86
7722,1.4,5.31
7723,1.23,2.99
7724,0.95,9.4
7725,2.46,3.45
7726,1.55,8.5
7727,1.14,9.67
7728,1.18,14.61
7729,1.03,3.42
7730,3.16,9.29
7731,1.34,7.63
7732,1.1,4.57
7733,0.91,29.41
7734,0.8,46.73
7735,1.63,4.96
7736,2.22,11.71
7737,1.32,1.32
7738,1.23,4.17
7739,8.29,1.99
7740,0.9,7.18
7741,0.96,11.48
7742,1.88,3.76
7743,1.52,24.92
7744,1.05,22.58
7745,0.75,0.53
7746,2.05,1.03
7747,1,10.66
7748,1.09,36.72
7749,0.89,5.58
7750,0.77,7.31
7751,1.41,122.75
7752,1.87,3.81
7753,0.77,2.79
7754,1.54,6.33
7755,0.96,0.09
7756,0.67,8.59
7757,0.96,1.4
7758,0.7,1.94
7759,0.96,21.16
7760,1.35,1.65
7761,1.66,3.77
7762,26.3,-4.16
7763,0.93,2.63
7764,1.11,13.82
7765,36.67,61.3
7766,1.51,15.79
7767,0.78,5.75
7768,1.42,2.74
7769,1.45,-0.49
7770,1.63,4.05
7771,1.61,0.09
7772,1.09,9.53
7773,1.89,8.76
7774,1.17,6.32
7775,0.77,7.15
7776,3.3,25.28
7777,1.33,6.11
7778,0.77,2.8
7779,0.96,8.74
7780,1.76,0.49
7781,1.4,4.01
7782,1.66,5.02
7783,1.76,11.45
7784,1.29,1.71
7785,0.85,2.04
7786,0.78,5.29
7787,1.53,9.14
7788,1.16,5.3
7789,1.21,13.46
7790,1,6.8
7791,0.98,3.69
7792,0.96,4.02
7793,0.85,5.43
7794,1.8,29.91
7795,0.84,3.8
7796,1.77,4.21
7797,1.39,3.3
7798,1.04,3.07
7799,1.72,20.01
7800,0.99,4.04
7801,1.25,2.98
7802,1.17,7.72
7803,1.4,6.53
7804,1.74,4.16
7805,0.69,15.02
7806,1.21,7.73
7807,1.71,2.7
7808,1,14.41
7809,1.13,2.42
7810,1.18,3.19
7811,1.22,1.63
7812,0.78,3.15
7813,0.58,3.34
7814,0.73,11.66
7815,0.94,2.97
7816,2.65,-1.55
7817,2.54,24.1
7818,0.74,4.79
7819,0.84,17.99
7820,1.08,2.37
7821,0.96,16.1
7822,0.94,28.29
7823,1.04,13.66
7824,2.02,16.33
7825,0.87,12.15
7826,1.29,2.26
7827,1.21,7.62
7828,2.29,18.7
7829,1.64,33.63
7830,1.26,24.18
7831,1.25,9.52
7832,0.93,2.6
7833,1.06,5.18
7834,1.4,3.16
7835,1.01,2.67
7836,1.16,7.79
7837,1.13,6.91
7838,1.77,0.04
7839,1,5.49
7840,1.26,17.25
7841,3.09,14.32
7842,1.16,6.55
7843,1.1,4.23
7844,1.57,11.84
7845,1.51,-0.19
7846,0.59,3.53
7847,1.32,2.87
7848,1.24,0.74
7849,1.1,12.54
7850,1.06,1.24
7851,1.14,1.8
7852,1.19,19.37
7853,0.98,6.35
7854,0.99,4.46
7855,1.02,13.73
7856,0.79,3.22
7857,1.22,1.99
7858,2.56,23.7
7859,0.91,8.47
7860,0.93,23.73
7861,0.88,4.05
7862,1.05,7.17
7863,1.21,13.34
7864,1.56,5.54
7865,0.99,1.79
7866,0.81,2.75
7867,1.08,2.71
7868,1.91,-1.22
7869,0.74,14.01
7870,1.34,2.45
7871,1.3,6.62
7872,1.37,3.4
7873,0.66,2.02
7874,0.88,17.86
7875,1.37,16.75
7876,1.45,1.92
7877,3.21,6.21
7878,1.31,0.47
7879,0.63,8.26
7880,1.13,4.22
7881,10.8,8.98
7882,1.23,2.33
7883,0.95,3.22
7884,0.77,8.86
7885,1.04,14.68
7886,0.65,23.87
7887,1.1,6.74
7888,0.83,6.12
7889,1.24,8.42
7890,0.91,1.28
7891,1.63,6.41
7892,1.97,9.12
7893,1,4.27
7894,1.34,-0.83
7895,1.96,4.32
7896,1.24,12.38
7897,2.12,2.08
7898,1.07,2.79
7899,0.96,4.78
7900,1.63,0.32
7901,1.11,3.4
7902,0.96,27.28
7903,1.16,9.73
7904,1.08,2.82
7905,1.34,3.28
7906,0.8,6.23
7907,1.2,4.84
7908,1.2,5.55
7909,1.55,-0.18
7910,1.38,15
7911,0.74,7.04
7912,2.02,0.04
7913,1.45,1.62
7914,1.15,3.66
7915,1.36,0.56
7916,0.96,26.83
7917,1.52,10.95
7918,0.83,79.09
7919,1.03,9.78
7920,1.41,3.31
7921,0.53,8.79
7922,1.39,5.79
7923,0.89,5.7
7924,1.19,18.51
7925,0.96,4.46
7926,0.84,4.33
7927,1.32,1.44
7928,1.03,0.95
7929,1.4,14.66
7930,1.83,21.4
7931,0.79,4
7932,1.07,3.06
7933,0.98,4.02
7934,1.2,11.52
7935,1.11,12.55
7936,1.44,1.13
7937,1.03,8.2
7938,0.9,2.73
7939,0.79,3.28
7940,1.09,4.6
7941,0.71,10.71
7942,1.33,4.38
7943,0.68,12.61
7944,0.9,3.08
7945,0.89,3.61
7946,0.97,4.5
7947,1.78,8.18
7948,0.88,3.77
7949,0.68,21.08
7950,0.75,3.38
7951,0.96,1.7
7952,1.73,5.94
7953,1.03,4.22
7954,0.76,6.32
7955,0.72,15.02
7956,0.84,3.42
7957,1.02,7.97
7958,0.6,6.52
7959,1.41,11.66
7960,1.13,9.12
7961,0.99,20.45
7962,1.51,4.88
7963,0.74,2.24
7964,1.02,0.54
7965,0.61,7.34
7966,1.51,7.33
7967,1.12,1.15
7968,3.57,7.74
7969,0.78,2.28
7970,1.42,3.11
7971,1.28,10.44
7972,1.49,2.27
7973,0.7,7.59
7974,0.88,11.52
7975,0.91,5.24
7976,0.8,1.86
7977,1.62,9.37
7978,0.64,57.63
7979,1.48,0.48
7980,1.84,0.8
7981,0.91,133.91
7982,1.1,3.07
7983,0.93,5.41
7984,1.2,2.64
7985,1.29,8.15
7986,0.92,3
7987,0.99,10.41
7988,0.82,4.3
7989,0.91,3.12
7990,0.82,22.59
7991,0.78,2.65
7992,0.76,10.68
7993,3.84,4.07
7994,0.84,5.84
7995,1.48,4.31
7996,1.06,3.06
7997,1.36,0.43
7998,1.85,8.13
7999,0.9,2.71
8000,1.18,4.92
8001,0.94,3.58
8002,1.4,0.85
8003,1.18,3.45
8004,1.83,-1.32
8005,1.44,3.69
8006,1.12,2.05
8007,1.37,9.26
8008,9.05,29.15
8009,0.85,7.42
8010,1.01,4.24
8011,1.22,5.75
8012,2.93,5.6
8013,1.4,1.06
8014,16.33,29.35
8015,0.87,2.44
8016,0.54,11.62
8017,0.92,2.41
8018,0.68,14.95
8019,1.6,8.97
8020,0.71,3.19
8021,1.26,1.05
8022,1.11,2.97
8023,1.38,5.43
8024,1.93,5.78
8025,1.38,-0.11
8026,1.03,3.97
8027,0.97,2.45
8028,1.28,1.24
8029,0.84,1.59
8030,0.75,2.86
8031,2.88,3.53
8032,1.07,2.51
8033,2.03,16.7
8034,0.88,0.24
8035,2.1,24.3
8036,1.84,-0.5
8037,1.69,3.51
8038,14.43,22.11
8039,2.09,30.58
8040,1.45,2.84
8041,1.06,6.07
8042,1.32,0.99
8043,2.01,48.11
8044,0.79,18.04
8045,1.48,1.43
8046,0.71,3.57
8047,1.57,6.79
8048,3.42,3.05
8049,1.2,0.25
8050,1.41,9.45
8051,1.99,88.86
8052,0.77,6.59
8053,1.33,3.7
8054,3.44,8.41
8055,2.17,15.11
8056,0.74,6.1
8057,0.7,0.44
8058,1.11,1.88
8059,0.98,2.19
8060,1.15,14.55
8061,1.56,3.03
8062,1.11,1.42
8063,0.8,3.86
8064,0.98,2.99
8065,1.08,9.57
8066,0.84,2.39
8067,6.05,20.23
8068,0.75,4.55
8069,26,33.68
8070,1.11,74.45
8071,1.16,4.17
8072,5.75,5.59
8073,1.37,11.23
8074,1.45,0.39
8075,1.64,2.77
8076,1.86,7.3
8077,2.46,5.38
8078,3.47,21.2
8079,0.89,4.18
8080,1.18,6.91
8081,0.8,5.88
8082,0.59,6.61
8083,3.25,4.06
8084,1.19,7.1
8085,1.2,3.09
8086,0.8,7.08
8087,0.88,8.23
8088,1.44,3.85
8089,1.1,3.58
8090,1.05,2.74
8091,1.11,4.95
8092,0.94,3.77
8093,0.83,1.73
8094,0.9,4.55
8095,1.17,1.44
8096,1,9.12
8097,1.11,2.87
8098,1.41,3.84
8099,1.12,10.9
8100,1.26,1.87
8101,1.7,3.41
8102,0.8,274.17
8103,0.92,4.5
8104,1.86,0.15
8105,1,2.74
8106,0.9,1.61
8107,1.65,4.06
8108,0.78,3.98
8109,0.87,22.38
8110,2.02,14.27
8111,1.07,4.01
8112,0.92,5.28
8113,1.27,3.26
8114,1.28,3.72
8115,0.77,12.63
8116,1.13,8.49
8117,1.04,2.23
8118,1.06,1.66
8119,0.94,14.23
8120,1.14,2.46
8121,1.09,17.29
8122,0.75,13.95
8123,0.79,2.91
8124,1.2,7.5
8125,2.17,0.63
8126,0.97,4.24
8127,0.75,6.04
8128,1.17,21.09
8129,5.45,1.73
8130,1.44,11.33
8131,1.58,7.75
8132,0.58,5.61
8133,1.03,3.05
8134,0.92,1.95
8135,0.79,3.9
8136,1.27,2.51
8137,1.78,2.49
8138,0.82,7.29
8139,0.83,6.32
8140,1.23,4.54
8141,0.94,2.65
8142,1.2,4.98
8143,0.94,6.09
8144,1.03,5.49
8145,0.63,8.67
8146,1.68,8.32
8147,1.01,7.25
8148,0.68,5.82
8149,2.06,5.72
8150,1.37,1.91
8151,0.97,11.95
8152,1.69,7.88
8153,1,4.04
8154,1.37,0.66
8155,0.84,5.44
8156,1.15,5.57
8157,1.14,0.88
8158,1.14,2.12
8159,0.81,30.71
8160,0.94,5.66
8161,1.37,16.65
8162,1.4,10.29
8163,2.07,5.56
8164,0.65,5.32
8165,1.3,4.55
8166,3.55,12.63
8167,1.87,4.83
8168,0.84,9.2
8169,2.05,4.03
8170,1.44,3.45
8171,2.3,4.15
8172,1,7.46
8173,1,7.22
8174,1.6,4.78
8175,1.14,3.85
8176,1.19,7.58
8177,3.83,9.11
8178,0.91,4.69
8179,1.43,2.76
8180,0.93,0.21
8181,12.58,19.59
8182,1.78,-1.69
8183,0.97,1.07
8184,0.93,3.58
8185,0.88,4.58
8186,0.97,3.47
8187,1.5,11.82
8188,1.16,14.28
8189,1.09,8.47
8190,2.67,40.43
8191,2.83,0.34
8192,1.05,7.95
8193,1.04,13.56
8194,0.89,10.43
8195,2.29,31.08
8196,0.97,1.5
8197,1.65,8.98
8198,0.86,12.63
8199,0.78,7.19
8200,1.3,3.53
8201,1.51,-0.06
8202,1.12,1.24
8203,1.71,5.69
8204,1.12,8.55
8205,1.35,5.52
8206,1.15,3.37
8207,1.01,6.18
8208,1.57,2.31
8209,1.01,36.46
8210,0.74,5.37
8211,0.89,7.85
8212,1.84,4.31
8213,0.95,3.49
8214,1.04,5.18
8215,1.15,1.65
8216,1.07,6.25
8217,1.39,5.92
8218,1.03,3.44
8219,1.7,11.38
8220,1.95,24.49
8221,1.26,14.72
8222,1.45,5.5
8223,1.35,2.29
8224,1.44,29.96
8225,0.89,6.24
8226,1.09,3.99
8227,1.1,8.03
8228,0.77,2.98
8229,1.27,3.99
8230,0.78,6.4
8231,0.98,1.02
8232,1.25,19.4
8233,0.81,23.16
8234,1.27,3.5
8235,1.29,2.31
8236,2.99,10.53
8237,2.22,2.84
8238,0.95,4.07
8239,2.42,-1.79
8240,0.63,4.8
8241,0.62,17.54
8242,1.2,3.28
8243,1.27,6.34
8244,0.69,2.19
8245,0.77,8.86
8246,1.28,0.95
8247,1.32,7.05
8248,1.11,7.8
8249,1.38,6.17
8250,1.08,11.18
8251,1.23,12.68
8252,1.5,7.6
8253,1.1,1.67
8254,1.12,7.93
8255,1.24,-0.15
8256,2.47,4.29
8257,0.89,1.99
8258,1.04,13.46
8259,1.67,4.59
8260,1.16,-0.68
8261,1.81,2.65
8262,1.13,2.43
8263,0.79,2.13
8264,1.05,4.01
8265,1.61,5.45
8266,1.2,8.12
8267,1.19,2.44
8268,1,3.65
8269,1.15,2.29
8270,2.15,10.1
8271,0.87,4.61
8272,1.03,4.17
8273,0.64,11.61
8274,2.89,6.47
8275,1.38,43.37
8276,1.27,3.21
8277,1.26,8.07
8278,0.69,7.93
8279,1.16,4.09
8280,1.68,3.81
8281,1.1,7.67
8282,3.08,5.96
8283,2.32,7.61
8284,3.08,5.96
8285,1.01,18.61
8286,1,10.03
8287,0.94,2.48
8288,0.97,14.29
8289,1.4,4.53
8290,0.96,2.9
8291,0.79,8.9
8292,0.92,8.4
8293,1.26,9.74
8294,2.12,1.35
8295,5.12,6.7
8296,0.86,10.08
8297,1.27,-0.45
8298,1.89,15.38
8299,0.93,10.6
8300,0.99,3.33
8301,1.28,4.02
8302,0.96,6.42
8303,0.99,7.91
8304,1.21,1.51
8305,1.79,0.18
8306,0.9,3.86
8307,0.99,5.04
8308,1.07,2.29
8309,1.37,0.81
8310,1.61,1.29
8311,1.12,11.66
8312,3.25,-0.85
8313,3.62,-3.14
8314,1.27,6.46
8315,2.57,-1.41
8316,1.13,2.95
8317,0.97,1.83
8318,0.84,5.11
8319,1.5,6.05
8320,0.76,5.79
8321,0.79,3.56
8322,0.92,5.55
8323,1.03,1.77
8324,1.28,2.4
8325,1.56,-1.8
8326,1.34,5.45
8327,1.42,1.61
8328,1.05,5.02
8329,1.25,3.67
8330,1.52,9.74
8331,1.13,5.68
