"Gaia DR3 1665517334465010432","117043","65530"
"Gaia DR3 751145975699350656","",""
"Gaia DR3 4344429586787123072","","80612"
"Gaia DR3 2101469984033864320","",""
"Gaia DR3 6096524382383054720","124580","69671"
"Gaia DR3 4322492440039701120","",""
"Gaia DR3 6667318634003429504","189484","98679"
"Gaia DR3 1814241194252808704","197076","102040"
"Gaia DR3 1312891585932617344","",""
"Gaia DR3 2724890053318383232","","108380"
"Gaia DR3 4710180171260274816","5633","4473"
"Gaia DR3 1124490096714712960","80768","46343"
"Gaia DR3 2032017717217569152","332518","97223"
"Gaia DR3 2035035258143206016","225732",""
"Gaia DR3 6097323972147451648","",""
"Gaia DR3 6288413183175704960","",""
"Gaia DR3 4692276170589724288","7693A",""
"Gaia DR3 2035021028896869888","186858B",""
"Gaia DR3 474648763011926272","24238","18324"
"Gaia DR3 2439763461052925824","",""
"Gaia DR3 2035035223783462400","187013","97295"
"Gaia DR3 2035020964491479552","186858A",""
"Gaia DR3 676804558572501120","","39950"
"Gaia DR3 694917878769233408","",""
"Gaia DR3 4692263904164105856","7788B",""
"Gaia DR3 5162123155863791744","","16242"
"Gaia DR3 2307270076523103616","",""
"Gaia DR3 350664155368182656","10086","7734"
"Gaia DR3 4654969496256092032","270712A",""
"Gaia DR3 259731623173675904","","23140"
"Gaia DR3 5435991775558944512","",""
"Gaia DR3 206312915890859264","",""
"Gaia DR3 3194816237789820544","",""
"Gaia DR3 548172349642820352","","14633"
"Gaia DR3 612073663345730560","",""
"Gaia DR3 684865658135318144","","44072"
"Gaia DR3 1126456225366579840","",""
"Gaia DR3 6387649914378668160","218572","114416"
"Gaia DR3 5562135411718515328","",""
"Gaia DR3 532057254394731776","9407","7339"
"Gaia DR3 3684934540986187776","114783","64457"
"Gaia DR3 5562135416013050240","",""
"Gaia DR3 1147862174868109184","90343","51819"
"Gaia DR3 1126456229662509568","",""
"Gaia DR3 5634166037660253184","",""
"Gaia DR3 1382797843737951616","",""
"Gaia DR3 6155259541913716608","","63480"
"Gaia DR3 353394139660510464","",""
"Gaia DR3 2398975118715404672","",""
"Gaia DR3 6802426038708609536","199260","103389"
"Gaia DR3 2038543078169577472","",""
"Gaia DR3 6317928267153806976","",""
"Gaia DR3 3073562610873679872","72760","42074"
"Gaia DR3 5554890115423215616","",""
"Gaia DR3 6288409919000551424","",""
"Gaia DR3 2386898972054841088","","114719"
"Gaia DR3 918196941971384960","",""
"Gaia DR3 2884162387142135936","",""
"Gaia DR3 2135550755683407232","186427","96901"
"Gaia DR3 5946685759563224960","160032","86486"
"Gaia DR3 6741156023833749504","183783","96113"
"Gaia DR3 225709641034907264","25893A",""
"Gaia DR3 2135550755683405952","186408","96895"
"Gaia DR3 2067948245320365184","195987","101382"
"Gaia DR3 6345136988052055552","",""
"Gaia DR3 1552284438717188608","",""
"Gaia DR3 362082308742525824","","3418"
"Gaia DR3 4513165073646443008","178428","93966"
"Gaia DR3 1341903196663707904","",""
"Gaia DR3 3965148618378008832","",""
"Gaia DR3 6052153251338962688","",""
"Gaia DR3 115311458058061440","18803","14150"
"Gaia DR3 225668203191521280","25998","19335"
"Gaia DR3 1745568309317609088","","105533"
"Gaia DR3 6130529910504105216","",""
"Gaia DR3 6828140347214896000","",""
"Gaia DR3 1419999819661235840","155674B","83996"
"Gaia DR3 3472352592050451968","",""
"Gaia DR3 4523577620507728768","",""
"Gaia DR3 3235885299189856384","",""
"Gaia DR3 5125414998097353600","16270","12110"
"Gaia DR3 1420000579871414528","155674","83988"
"Gaia DR3 810434666326580224","",""
"Gaia DR3 5470514142863169280","93380","52708"
"Gaia DR3 4687870530577399296","",""
"Gaia DR3 2932111573845020672","",""
"Gaia DR3 6717813842950778880","",""
"Gaia DR3 3996306127914172928","95174B",""
"Gaia DR3 1662884038476196864","",""
"Gaia DR3 4223777873773440384","",""
"Gaia DR3 614339786873867264","",""
"Gaia DR3 5890960105080869632","",""
"Gaia DR3 6615656396543741952","",""
"Gaia DR3 3996306127913903232","95174A",""
"Gaia DR3 2888823075195849728","",""
"Gaia DR3 5470514211582645248","93380B",""
"Gaia DR3 4279492361332301056","","92417"
"Gaia DR3 3407572287520660992","",""
"Gaia DR3 4818243369494800256","",""
"Gaia DR3 624684408880100992","89449","50564"
"Gaia DR3 2619706544757416192","210277","109378"
"Gaia DR3 2423493369021649920","1835","1803"
"Gaia DR3 5672555864096835840","",""
"Gaia DR3 1717366591979606528","",""
"Gaia DR3 1843206728575513472","",""
"Gaia DR3 4329057039841257728","147776","80366"
"Gaia DR3 5843144887000900992","",""
"Gaia DR3 5358900174919209984","",""
"Gaia DR3 60186343087140096","",""
"Gaia DR3 1838036133406428288","",""
"Gaia DR3 3792473718850041216","",""
"Gaia DR3 2814501281775322240","",""
"Gaia DR3 5672554627146256000","",""
"Gaia DR3 1623289903206300928","144284","78527"
"Gaia DR3 2479453696216295296","",""
"Gaia DR3 3680612223339219328","",""
"Gaia DR3 5730371484020807808","76932","44075"
"Gaia DR3 3653827329811719680","",""
"Gaia DR3 1937003729077791616","220182","115331"
"Gaia DR3 5509770796785820416","55892","34834"
"Gaia DR3 5119953517683718400","14802","11072"
"Gaia DR3 3680612219043341824","",""
"Gaia DR3 6341793441911160064","",""
"Gaia DR3 5455707157211784832","92945","52462"
"Gaia DR3 5843144887000900736","",""
"Gaia DR3 5173999736868992512","","12749"
"Gaia DR3 2245095683274908672","","102300"
"Gaia DR3 3471143919533988224","",""
"Gaia DR3 3448722953300327680","",""
"Gaia DR3 793785826901083520","","47395"
"Gaia DR3 1555980240895554816","",""
"Gaia DR3 6484716209628726912","199288","103458"
"Gaia DR3 6413248744098317568","",""
"Gaia DR3 1932297578791925760","",""
"Gaia DR3 2405722027006062080","",""
"Gaia DR3 1932297578791924992","",""
"Gaia DR3 4881697181966448896","",""
"Gaia DR3 845832962146599040","",""
"Gaia DR3 3997075206232885888","97658","54906"
"Gaia DR3 3908605030329021440","107888","60475"
"Gaia DR3 4343596947252195200","",""
"Gaia DR3 1219254942328596736","144287","78709"
"Gaia DR3 3453537263745550848","",""
"Gaia DR3 536088338900732544","4635","3876"
"Gaia DR3 6766734242006157568","","96710"
"Gaia DR3 2604921308819786624","",""
"Gaia DR3 1555608537246019968","113827","63894"
"Gaia DR3 2242950845325769216","",""
"Gaia DR3 6534547176109685504","",""
"Gaia DR3 2623505219992303104","215152","112190"
"Gaia DR3 5347825378410235264","",""
"Gaia DR3 5728413490039479552","",""
"Gaia DR3 4211801099777745920","",""
"Gaia DR3 2991458504218554496","",""
"Gaia DR3 1565867461768654208","116956","65515"
"Gaia DR3 4422809716282811776","141272","77408"
"Gaia DR3 4426032591025363200","141795","77622"
"Gaia DR3 1362295082910131200","159062","85653"
"Gaia DR3 5375247610713364736","",""
"Gaia DR3 2106082126071775488","",""
"Gaia DR3 1255420869061901440","",""
"Gaia DR3 6548081373973468416","",""
"Gaia DR3 5661231955187115136","",""
"Gaia DR3 6451144236982039680","",""
"Gaia DR3 5728413494331031168","",""
"Gaia DR3 4116870812104603520","",""
"Gaia DR3 6158160019228728448","109524","61451"
"Gaia DR3 111379432679196672","","15332"
"Gaia DR3 4216680418835844864","","99764"
"Gaia DR3 4349759744283934336","",""
"Gaia DR3 405201306499066624","",""
"Gaia DR3 900887948891049856","",""
"Gaia DR3 659076617202569856","",""
"Gaia DR3 5859826196420495616","",""
"Gaia DR3 5235714289453482240","",""
"Gaia DR3 2309813109479463040","739","950"
"Gaia DR3 3546047977378251008","",""
"Gaia DR3 4269203303374311552","",""
"Gaia DR3 4643131608600380800","",""
"Gaia DR3 1720995598827436928","139813","75829"
"Gaia DR3 3894986960344055680","",""
"Gaia DR3 3646061719703116032","124292","69414"
"Gaia DR3 5586381090520538880","59967","36515"
"Gaia DR3 473347456640406016","24409","18413"
"Gaia DR3 4422809711989181824","141272B",""
"Gaia DR3 6569895822110445440","210918","109821"
"Gaia DR3 6847570886634835200","",""
"Gaia DR3 4875068123283035904","",""
"Gaia DR3 4674061076849768832","22001","16245"
"Gaia DR3 5924057019994083712","",""
"Gaia DR3 4213398965047338880","",""
"Gaia DR3 154660191781205120","29883","21988"
"Gaia DR3 1720995598827435648","139777","75809"
"Gaia DR3 4667304715334508672","",""
"Gaia DR3 4667304715335521536","",""
"Gaia DR3 873931909508892800","63991",""
"Gaia DR3 473347456640408448","24409C",""
"Gaia DR3 3374052988354372992","43042","29650"
"Gaia DR3 2194392804070784128","",""
"Gaia DR3 2105798761309653120","",""
"Gaia DR3 5120416854460344192","",""
"Gaia DR3 1961385914819977216","",""
"Gaia DR3 4662098871410185984","",""
"Gaia DR3 4218602403817112192","",""
"Gaia DR3 4912282881031353216","",""
"Gaia DR3 4038797789974368768","",""
"Gaia DR3 4101357699404676736","",""
"Gaia DR3 36590651757883392","","17496"
"Gaia DR3 2898239468873596800","45184","30503"
"Gaia DR3 5843101456298985984","",""
"Gaia DR3 532920302303570176","",""
"Gaia DR3 2307132568850133376","224228","118008"
"Gaia DR3 5965222838410499328","155203","84143"
"Gaia DR3 325242072141424384","",""
"Gaia DR3 4825113801043230720","",""
"Gaia DR3 5930862138021206656","",""
"Gaia DR3 2005804153064109056","",""
"Gaia DR3 529369670020867840","",""
"Gaia DR3 918107434852949888","71148","41484"
"Gaia DR3 2005798350576886144","211472","109926"
"Gaia DR3 5461620846141553024","90156","50921"
"Gaia DR3 1869302674999983104","",""
"Gaia DR3 4723578819956587776","19819","14587"
"Gaia DR3 80530400577483904","",""
"Gaia DR3 6736067076020049024","",""
"Gaia DR3 5004776376139340672","",""
"Gaia DR3 112157612034669440","",""
"Gaia DR3 4626056158662812032","",""
"Gaia DR3 2221509612668871552","",""
"Gaia DR3 3532823773073745536","97343","54704"
"Gaia DR3 4596549007488604288","",""
"Gaia DR3 4692263148249862016","7788A",""
"Gaia DR3 5761555587993177216","",""
"Gaia DR3 291512216497803264","",""
"Gaia DR3 5511171437162508544","",""
"Gaia DR3 3531371833610186368","",""
"Gaia DR3 5376651377824140288","",""
"Gaia DR3 5478163342178788480","",""
"Gaia DR3 4708607629114652032","4308","3497"
"Gaia DR3 6316161317608434944","136713","75253"
"Gaia DR3 3285218186904332288","26923","19859"
"Gaia DR3 3786697056556771584","98281","55210"
"Gaia DR3 3285218255623808640","26913","19855"
"Gaia DR3 4624829103685457024","",""
"Gaia DR3 4728487967576289024","",""
"Gaia DR3 2384348242516852864","",""
"Gaia DR3 583257314711142144","",""
"Gaia DR3 1801210568415251072","","107310"
"Gaia DR3 301785537751949824","","8043"
"Gaia DR3 3836586468953204608","","49544"
"Gaia DR3 1545970149597276160","",""
"Gaia DR3 2788907296779604864","4913","3998"
"Gaia DR3 4791496409119237888","29220","21284"
"Gaia DR3 2384342302577019264","218294","114156"
"Gaia DR3 1834788970646666112","190470","98828"
"Gaia DR3 5357075947709011456","91324","51523"
"Gaia DR3 3086118793148247296","",""
"Gaia DR3 3149589510609268352","",""
"Gaia DR3 3094572113419797248","",""
"Gaia DR3 75339743621732608","",""
"Gaia DR3 5196680222210415104","",""
"Gaia DR3 2629732510254843136","",""
"Gaia DR3 6698960688866464768","189245","98470"
"Gaia DR3 3339705378973587328","",""
"Gaia DR3 2315390347851431680","1910","1837"
"Gaia DR3 338554924573259392","",""
"Gaia DR3 3963458767789502336","",""
"Gaia DR3 3210380713937584768","",""
"Gaia DR3 725398127796012288","89125B",""
"Gaia DR3 5143185923500965504","",""
"Gaia DR3 4274925505435880704","",""
"Gaia DR3 5479782647926975360","","31878"
"Gaia DR3 6213789290343029760","137303","75542"
"Gaia DR3 240259375324767744","19071",""
"Gaia DR3 4800721723993736576","",""
"Gaia DR3 4764556617980377856","",""
"Gaia DR3 3180270454868010368","",""
"Gaia DR3 6098895724014519936","",""
"Gaia DR3 5995278018798610816","",""
"Gaia DR3 553639739931666048","",""
"Gaia DR3 5166527284047995136","",""
"Gaia DR3 6876824767881427328","",""
"Gaia DR3 4917782741272766592","","7554"
"Gaia DR3 345680648977744896","",""
"Gaia DR3 6710598435331928192","",""
"Gaia DR3 733392535107534464","",""
"Gaia DR3 6370513647703084544","205536","107022"
"Gaia DR3 4777244844341374208","",""
"Gaia DR3 1437609842705737088","",""
"Gaia DR3 2409534686654407936","",""
"Gaia DR3 5524815861065005696","74385","42697"
"Gaia DR3 4175058204312299904","162283","87322"
"Gaia DR3 2738145555048846080","","110951"
"Gaia DR3 6269287689510453504","",""
"Gaia DR3 2886405528302243712","",""
"Gaia DR3 4651329704762754176","",""
"Gaia DR3 5254819339127880448","","50808"
"Gaia DR3 4711216151731060608","",""
"Gaia DR3 2498460442625153536","16765A",""
"Gaia DR3 6387062603370442624","",""
"Gaia DR3 2525514785221197696","4915","3979"
"Gaia DR3 1569335115284976000","108954","61053"
"Gaia DR3 5168398373665537536","",""
"Gaia DR3 2884107098026680064","",""
"Gaia DR3 5225957639881367552","",""
"Gaia DR3 6575581564623343872","","105679"
"Gaia DR3 5346007675222666752","",""
"Gaia DR3 5524815276946797440","",""
"Gaia DR3 506105206568973184","",""
"Gaia DR3 3025404791851801728","",""
"Gaia DR3 4764556724971292544","32778","23437"
"Gaia DR3 5784922310327353984","",""
"Gaia DR3 4047622985664694656","",""
"Gaia DR3 2501452449987251840","",""
"Gaia DR3 4572753136321939968","",""
"Gaia DR3 5912492318012378752","",""
"Gaia DR3 2513664248895784192","14214","10723"
"Gaia DR3 875071278432954240","63433","38228"
"Gaia DR3 3093380483331664896","",""
"Gaia DR3 2549518150551364864","4256","3535"
"Gaia DR3 2634902826245745664","",""
"Gaia DR3 3252841310381645696","",""
"Gaia DR3 3357701803041885696","",""
"Gaia DR3 2885863400349980288","",""
"Gaia DR3 252216873515630080","",""
"Gaia DR3 4711216048652695680","",""
"Gaia DR3 5542217865970083712","",""
"Gaia DR3 599224358145182080","",""
"Gaia DR3 4968258979345754624","13513B",""
"Gaia DR3 116037204451525376","18143","13642"
"Gaia DR3 5565570359057262720","",""
"Gaia DR3 3636256549884389248","",""
"Gaia DR3 2949559723859043456","",""
"Gaia DR3 2720132500864789760","216259","112870"
"Gaia DR3 5459060117921483008","88742","50075"
"Gaia DR3 2411855072801159040","219834B","115125"
"Gaia DR3 1389522392427772288","139323","76375"
"Gaia DR3 1103927786165647232","",""
"Gaia DR3 5342789374661206784","304391","56153"
"Gaia DR3 4495301445619547904","",""
"Gaia DR3 6528276867455634176","",""
"Gaia DR3 3089675232224086784","","40774"
"Gaia DR3 748118401712712320","",""
"Gaia DR3 1906647037667895424","210667","109527"
"Gaia DR3 5005435876957437696","",""
"Gaia DR3 4852624170381960320","",""
"Gaia DR3 5493588665684618752","59468","36210"
"Gaia DR3 518458597663391744","11373","8867"
"Gaia DR3 4781196115469953024","",""
"Gaia DR3 6017724140678769024","148704","80925"
"Gaia DR3 2093971520889176320","",""
"Gaia DR3 116037376250217984","18143C",""
"Gaia DR3 4503423641091793152","","87768"
"Gaia DR3 2761162254724651776","","115680"
"Gaia DR3 2697080449314615168","",""
"Gaia DR3 6685171129426977408","",""
"Gaia DR3 5225268520968623744","",""
"Gaia DR3 5783786274295781760","",""
"Gaia DR3 1389522117550542464","139341B",""
"Gaia DR3 4733538780397070848","",""
"Gaia DR3 5725122999630404096","68146","40035"
"Gaia DR3 2093971520889175552","",""
"Gaia DR3 1146337324038513536","90089B",""
"Gaia DR3 460421735382461696","",""
"Gaia DR3 3686261307923490688","","65083"
"Gaia DR3 2789002576334151808","",""
"Gaia DR3 2704912403783213696","214683","111888"
"Gaia DR3 1736707482548494848","",""
"Gaia DR3 3182910554085960320","",""
"Gaia DR3 6805803738429787904","",""
"Gaia DR3 3686259727375524864","",""
"Gaia DR3 2700084315081609344","207491",""
"Gaia DR3 5975349615358601856","",""
"Gaia DR3 1129078083858403584","",""
"Gaia DR3 526058696910777984","",""
"Gaia DR3 2214830079531710336","",""
"Gaia DR3 5935907693782592000","",""
"Gaia DR3 1351764475935262720","",""
"Gaia DR3 252151693092703872","","18465"
"Gaia DR3 4556066746008264192","161198B",""
"Gaia DR3 102535064223209216","",""
"Gaia DR3 6598319159758429696","",""
"Gaia DR3 545367014444503296","",""
"Gaia DR3 360654214936676224","",""
"Gaia DR3 1328866562170960384","146362",""
"Gaia DR3 1328866562170960512","146361",""
"Gaia DR3 2961704070302754304","",""
"Gaia DR3 3400111547084348928","",""
"Gaia DR3 761919883981626752","97334","54745"
"Gaia DR3 3488261563231724032","","59616"
"Gaia DR3 6403170375701631616","",""
"Gaia DR3 4610267648427698816","",""
"Gaia DR3 3953011178238339584","",""
"Gaia DR3 1571411233756646656","110463","61946"
"Gaia DR3 5251686138951379584","",""
"Gaia DR3 1651268763282397312","162004","86620"
"Gaia DR3 6293916376311538944","","67761"
"Gaia DR3 1715209040928674560","","67842"
"Gaia DR3 2493069773336748928","13789","10416"
"Gaia DR3 652005932802958976","","40910"
"Gaia DR3 6035927380304634240","145825","79578"
"Gaia DR3 471082286587088640","",""
"Gaia DR3 3778027269931886592","",""
"Gaia DR3 3673771439947412864","",""
"Gaia DR3 4962688582857278208","",""
"Gaia DR3 4989657094825384064","",""
"Gaia DR3 6011142532786032000","",""
"Gaia DR3 5773317961528696832","",""
"Gaia DR3 120495788525627776","",""
"Gaia DR3 1723645112612063616","",""
"Gaia DR3 6476864837612387584","",""
"Gaia DR3 2231736788793936384","",""
"Gaia DR3 2334879397612667648","224607","118261"
"Gaia DR3 5957041127551353088","",""
"Gaia DR3 6470597999291000448","",""
"Gaia DR3 4045112624470837888","",""
"Gaia DR3 1194206418179409280","",""
"Gaia DR3 4208730438673343488","",""
"Gaia DR3 884039857341503616","","34222"
"Gaia DR3 4557198933740208128","",""
"Gaia DR3 6228198531960352768","",""
"Gaia DR3 4996252755842227072","",""
"Gaia DR3 2814379579582643328","",""
"Gaia DR3 1939093660163197312","222143","116613"
"Gaia DR3 5217401618349014400","",""
"Gaia DR3 2182197777015312512","","102870"
"Gaia DR3 1417872268957468288","",""
"Gaia DR3 708608825759209088","","40671"
"Gaia DR3 762920503987026816","",""
"Gaia DR3 5930568598406530048","149192","81262"
"Gaia DR3 6370294123335198464","",""
"Gaia DR3 1973094614149871872","","107376"
"Gaia DR3 4789443208593313280","",""
"Gaia DR3 2229668951018122112","",""
"Gaia DR3 114832620743735808","17382","13081"
"Gaia DR3 1371474768050872192","",""
"Gaia DR3 3518918112077486720","",""
"Gaia DR3 5369584885317537408","",""
"Gaia DR3 5845972349875278720","",""
"Gaia DR3 1724394666013924736","",""
"Gaia DR3 5192408069781824896","",""
"Gaia DR3 2027434780913030656","",""
"Gaia DR3 3949199167129128832","",""
"Gaia DR3 2501776500974951168","",""
"Gaia DR3 764805169996366720","96612","54426"
"Gaia DR3 4924503128140880512","",""
"Gaia DR3 2948306177526059520","",""
"Gaia DR3 6303961686341504512","124106","69357"
"Gaia DR3 3558266708748472960","",""
"Gaia DR3 4177224620176470912","164259","88175"
"Gaia DR3 167455659568303488","",""
"Gaia DR3 1991767757560462976","",""
"Gaia DR3 1913835129292662528","",""
"Gaia DR3 6846064551407418112","",""
"Gaia DR3 1128210122507896832","","53327"
"Gaia DR3 596878550087942528","75767","43557"
"Gaia DR3 5930568602785283072","",""
"Gaia DR3 5163644433279729408","",""
"Gaia DR3 4319899070070496128","",""
"Gaia DR3 834571523536798848","90508A",""
"Gaia DR3 851346566283231616","233719","50125"
"Gaia DR3 2807687883095124992","",""
"Gaia DR3 5143341362661301632","14001A",""
"Gaia DR3 884951489919636352","53927","34414"
"Gaia DR3 114832620743735040","",""
"Gaia DR3 3499614570544095232","",""
"Gaia DR3 6161174910174799360","",""
"Gaia DR3 5965924361166271104","154590B",""
"Gaia DR3 3460347849221303296","","58170"
