source_id,designation,ra,dec,parallax,parallax_error,pm,pmra,pmdec,ruwe,phot_variable_flag,non_single_star,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,radial_velocity,radial_velocity_error
3566338949070993536,Gaia DR3 3566338949070993536,169.2751391986689,-11.374359168981481,50.06686279862661,0.02547037,417.63608,-390.1623914864916,-148.97385588012096,1.275163,NOT_AVAILABLE,0,12.452814,13.997541,11.243733,2.753808,1.5447273,1.2090807,3223.005,3217.5935,3225.205,4.9186,4.878,4.9549,-0.1752,-0.2738,-0.1133,19.971,19.8806,20.3413,5.0E-4,1.0E-4,0.0026,-24.873201,0.60412335
3566643651231641600,Gaia DR3 3566643651231641600,167.79032064723785,-10.948251409025147,50.303565416707826,0.016585443,1113.3523,-942.3386512424261,592.9176363214872,0.93851703,NOT_AVAILABLE,0,8.79594,9.430354,8.028476,1.4018784,0.6344137,0.76746464,4357.5933,4356.462,4367.6763,4.6564,4.6544,4.673,-0.3376,-0.3433,-0.3138,19.8309,19.8056,19.8475,0.0,0.0,2.0E-4,37.397728,0.15812095
3554395813252625920,Gaia DR3 3554395813252625920,161.40408369491047,-19.117032177080187,53.171778575826686,0.021719787,1963.7716,-1869.9161738902608,-599.8437302428117,1.4185488,NOT_AVAILABLE,0,10.290991,11.277079,9.30469,1.9723883,0.9860878,0.98630047,3582.922,3556.814,3607.6292,4.6081,4.5222,4.6748,-0.6449,-0.7655,-0.5349,18.861,18.7898,18.93,5.0E-4,1.0E-4,0.0014,41.993103,0.22998275
3554395813252626048,Gaia DR3 3554395813252626048,161.40389543498608,-19.115192243295464,53.1904439406096,0.033818677,1962.5582,-1867.2807612606255,-604.0672241542925,1.0258031,NOT_AVAILABLE,0,15.440838,15.718997,14.918241,0.80075645,0.27815914,0.5225973,,,,,,,,,,,,,,,,,
3557461767066965248,Gaia DR3 3557461767066965248,164.16251260353818,-15.883545783310396,56.51045093765158,0.022331325,459.71167,79.71244012066265,-452.7479874492623,1.0399164,NOT_AVAILABLE,0,10.738383,12.053248,9.599135,2.454113,1.3148651,1.1392479,3198.587,3185.2659,3293.0867,4.1514,4.1042,4.4327,-0.7446,-0.8056,-0.4287,17.6616,17.5473,17.7806,0.0012,1.0E-4,0.0025,-17.626001,0.28309464
3560746351897773952,Gaia DR3 3560746351897773952,172.7868136620019,-14.962011892010477,86.9000482194625,0.047576394,1433.0833,405.8248190963974,-1374.42125168061,1.9028686,NOT_AVAILABLE,0,12.562663,14.4451,11.258243,3.1868572,1.8824368,1.3044205,3042.2395,3041.1375,3042.7405,5.074,5.0678,5.0748,-0.2038,-0.2066,-0.1813,11.4997,11.4789,11.6635,1.0E-4,0.0,0.0012,-1.2860411,0.34013402
3555173782156353536,Gaia DR3 3555173782156353536,161.11857304598618,-18.637154615799474,77.39443685046375,0.020125568,774.19366,-656.1161848985963,-410.9590507165719,1.2482268,NOT_AVAILABLE,0,13.050017,14.803668,11.792067,3.0116014,1.7536507,1.2579508,3081.9363,3073.7937,3085.317,5.1003,5.0499,5.1186,-0.6748,-0.7746,-0.6324,12.8849,12.8612,12.9159,1.0E-4,0.0,4.0E-4,22.363068,0.6296724
3561574971346845440,Gaia DR3 3561574971346845440,169.09147608215707,-14.693912375139158,54.792084088050544,0.019196179,211.88182,-174.27349543507137,-120.5099896970511,0.99964654,NOT_AVAILABLE,0,9.33306,10.205387,8.414296,1.791091,0.87232685,0.9187641,3853.298,3843.6218,3887.246,4.5658,4.5473,4.5918,-0.6845,-0.7704,-0.542,18.2696,18.1674,18.9055,0.0014,1.0E-4,0.0292,16.112013,0.16659701
2886233695250041216,Gaia DR3 2886233695250041216,91.21742524933883,-34.558412822381825,115.39816465618533,0.029826276,343.9856,25.7867249977242,343.017703728897,1.1759074,NOT_AVAILABLE,0,11.112143,13.174277,9.773951,3.4003267,2.0621347,1.338192,,,,,,,,,,,,,,,,23.911806,0.4917252
2889899840676982912,Gaia DR3 2889899840676982912,92.07230227517162,-32.279572504295146,62.48247397006384,0.01995222,731.6247,731.1771311081495,-25.587413092635938,1.3098661,NOT_AVAILABLE,0,11.947524,13.55276,10.718495,2.8342648,1.605236,1.2290287,3014.7307,3014.3765,3015.1262,4.3355,4.3331,4.3368,-0.6996,-0.7009,-0.6973,16.0357,16.0267,16.084,0.0,0.0,2.0E-4,22.787706,0.35916612
2886691573123995520,Gaia DR3 2886691573123995520,92.69124295904949,-33.77053086545991,58.45400205338838,0.037573628,854.58875,669.1163921840268,531.6062302309365,1.2780985,NOT_AVAILABLE,0,15.062743,17.634552,13.6563425,3.9782095,2.5718088,1.4064007,,,,,,,,,,,,,,,,-23.138376,2.7139118
5412947081295024896,Gaia DR3 5412947081295024896,147.782210929189,-43.50488163509864,88.67366322546205,0.01725003,660.1117,461.602651657524,-471.87967423788234,0.9300005,NOT_AVAILABLE,0,7.196408,7.8636723,6.4058375,1.4578347,0.66726446,0.79057026,,,,,,,,,,,,,,,,-9.782835,0.12097482
2887328533953284096,Gaia DR3 2887328533953284096,86.92331434152952,-36.329112113805756,68.97093599378836,0.014117911,777.57,767.7895392697288,-122.94053830374963,1.2280368,VARIABLE,0,9.835275,10.959886,8.778977,2.1809082,1.1246109,1.0562973,3592.4983,3591.9873,3592.8237,4.7549,4.7538,4.7556,-0.029,-0.0354,-0.025,14.481,14.4767,14.4861,0.0,0.0,1.0E-4,25.723894,0.15601431
2891185070986964608,Gaia DR3 2891185070986964608,90.0782281223132,-31.028921246422936,54.027330187326434,0.09924708,577.07983,-440.2066413462033,373.14774788652517,3.8794665,NOT_AVAILABLE,0,8.51837,8.818865,7.281816,1.5370488,0.30049515,1.2365537,,,,,,,,,,,,,,,,,
2891185070988913536,Gaia DR3 2891185070988913536,90.07825876427718,-31.028114891649626,54.038056242911566,0.22668831,644.57385,-479.8943987585388,430.3217952881387,11.832213,NOT_AVAILABLE,0,8.256326,8.853185,7.4771466,1.3760381,0.596859,0.7791791,,,,,,,,,,,,,,,,,
5412250540681250560,Gaia DR3 5412250540681250560,146.12137189336056,-45.77909735114582,106.17268218621597,0.014093538,743.9891,-462.6209234113973,-582.6676603018338,0.9715037,NOT_AVAILABLE,0,9.158753,10.373461,8.058181,2.31528,1.2147074,1.1005726,3282.4324,3282.225,3282.6558,3.9365,3.9362,3.9376,-1.3164,-1.317,-1.314,9.4061,9.4036,9.4085,0.0,0.0,2.0E-4,47.42343,0.14177334
6196627086360009600,Gaia DR3 6196627086360009600,202.6720398098008,-20.653321849782042,58.33648195908258,0.113460794,594.23,299.3148222276889,-513.3418730206951,4.204171,NOT_AVAILABLE,0,11.169537,12.709037,9.960022,2.7490149,1.5395002,1.2095146,,,,,,,,,,,,,,,,40.216473,0.35234782
4506561028799937280,Gaia DR3 4506561028799937280,286.03406027446886,14.024852063801598,42.65410197282007,3.6845417,17.223364,4.948582818451911,-16.497144759527846,1.2204285,NOT_AVAILABLE,0,20.518063,,,,,,,,,,,,,,,,,,,,,,
5849857955274475520,Gaia DR3 5849857955274475520,220.43676921846208,-64.66916473641378,42.558455899573836,3.3574364,10.594529,-9.927924519029505,-3.698698186255924,0.9850437,NOT_AVAILABLE,0,20.948887,,,,,,,,,,,,,,,,,,,,,,
5849837820492182272,Gaia DR3 5849837820492182272,220.61754672914168,-64.97922859131442,60.822498073788886,0.02243778,303.0937,-170.81505171564396,-250.3757373443764,0.9470163,NOT_AVAILABLE,0,8.011327,8.693024,7.2144055,1.4786181,0.6816969,0.79692125,,,,,,,,,,,,,,,,7.0806017,0.19092685
5849837854861497856,Gaia DR3 5849837854861497856,220.62472315663254,-64.97617739215704,60.99295526213351,0.22595969,304.18878,-193.16869633052895,-234.98229207390125,3.9257517,NOT_AVAILABLE,0,3.1673613,3.4728339,2.9326484,0.54018545,0.3054726,0.23471284,,,,,,,,,,,,,,,,,
4079684229322231040,Gaia DR3 4079684229322231040,279.722148569977,-21.05255555408361,76.74052986202392,0.049390327,170.3197,-74.71765460913085,-153.05579093380402,0.84906036,NOT_AVAILABLE,0,5.6792855,6.020049,5.1627083,0.8573408,0.34076357,0.51657724,,,,,,,,,,,,,,,,37.03005,0.13435493
5930619695722133760,Gaia DR3 5930619695722133760,248.7286085446771,-53.58021678195905,59.8673592416844,0.029979534,675.5463,-174.8110503791287,-652.5365267949558,1.042723,NOT_AVAILABLE,0,11.087938,12.361693,9.970016,2.3916779,1.2737551,1.1179228,,,,,,,,,,,,,,,,-54.757343,0.246533
